tweet_id,text,emotion
30278,CM yogi ki kanun vyavstha bhrast ho gyi hai Bjp ke sare neta bhrast hai choro ki shasn hai https // t . co / W6qMNFkyvp,anger
19888,Wala ka lang talagang sense of fashion tsaka wala ka ring Common Sense . Bakit naka pajama at longsleeves ba manamit … https // t . co / cpmRiHKFhZ,anger
16896,@ AshrafFem @ imMAK02 Kya madrase ka baccha hi atankwad lagta hai Ankers ki nasal inko bhi news ki highlight banaaye,anger
40708,RT @ GaziMumbai Maza toh jab hai ke haar ke bhi hanste raho .. Hamesha jeet hi jaana kamaal thodi hai # Verdict2019,joy
23666,@ sensexbaba @ SumitResearch @ CNBC _ Awaaz @ NeerajCNBC Shail sir good job . nice information . old market yad aa Gaya . Nice one .,joy
14776,@ ZeeNewsHindi @ MamataOfficial Mamata suno Mulayam mat bano verna yeh naam kisi party ya sirf hindu ka nahi yeh us … https // t . co / 6DQimTVkku,anger
40038,@ Atheist _ Krishna Rahul kanwal ko rajdeep ki hwa lag gyi Bechare ko dard bhut hua 😂🤣🤣🤣,joy
10644,movie date tayo u want ? hehe — sino ka muna ? https // t . co / F72LHMsnDO,joy
21909,@ HammerBlack97 Sos lo que siempre quise y estoy full agradecida con la vida porque est á s conmigo love you choki loquis 😘❤️,joy
4385,@ SuhaibBadshahhH Sorry not moulana iss kutte suwwar ka number hiske bhi pass hai do muje please its a humble request,anger
36012,Ek tou bc usko match nahi khelaya jab ke uske record vs West Indies itna acha hai uper se usko 12 mein bhi nahi rak … https // t . co / 577cUBHAxF,anger
28332,@ ahmadbabar Once an Aunty yelled back at me . The gandagi is within people . And that ’ s the parents ’ fault . You tried … https // t . co / W06IjonIsG,anger
5150,@ waglenikhil UPA ke dikha kitne mile ?? Baaki parties ke dikha kitne mile ?? Kya NDA se zyada mile ?? Answer is No … https // t co / SLWeg7bC1F,anger
44187,@ ppbajpai Intna bharosa nhi hai desh ki janta par to khud hi ja ke ye kam kar lo Sabse pahle aap ko santushti ho j … https // t co / 6nJ0xntVNG,trust
11340,RT @ goonereol Didi Intolerance ..... Freedom of speech etc etc . Let us unite & fight this ' fascism '. Didi This man is shouting Jai Shri …,anger
35674,@ narendramodi sir first of all congratulations . Sir mera apse nibedan hai ki koi bhi product ka packet me Bhagwan … https // t . co / M2V2ZiMkkA,trust
20437,P m India shri narendra modi ji ko p m banane par bahut bahut badhai ho k k patel Advocate faizabad mb no 9838789347,joy
9984,@ SAHUSACHIN83 @ HardikPatel _ @ RahulGandhi Bhai ye saale chutiye hi ye saale Randave Randi wale hi in sabko badam kha … https // t . co / eTDc5ruL1s,anger
20881,Hmare Yashshvi Desh Ke Pardhan Mantri Shri @ narendramodi ji apko Sapth samorh Ki dher sari Subhkamnaye Mujh Jaisa H … https // t . co / Z3MzikGmMA,joy
16873,@ AppyJacques @ PJMisaGod Zada mat dekhna eyes kharab ho jaegi Appy the iPhone di 🤣,joy
16454,@ Palaaaaat @ Addi _ Salman @_ ThatBeardGuy Aabe Woh Teri Randi Bol Raha Thaa Ki Mera Wala Lund Chushna Chahti Hai 😂 I … https // t . co / K4XnBLIETH,joy
15133,@ sfurqan92 Bro ap khud he dekhlo babar and imam only play for runs not for te ahmad shahzad ki b tareef nahi karo g … https // t . co / YtCWg5462H,anger
3098,@ RituRathaur @ PMOIndia Ma'am don't spread fake news . Musalmaan dara hua hain .,anger
16588,"@ Nationalist _ RSS @ RahulGandhi 4 bache personal law nahi Quran chapter "" women ' sura Nisa me ye he ki do teen chaar s … https // tco / gNnSrGNEQa O",anger
13587,@ sweetsoul _ 117 @ DumpedGuay @ khaman _ Dhoklaa @ Sanyaa _ B @_ lol _ life @ Found _ Soul _ @ lefty __ here @ ayesha917 @ VibhutiRaina … https // t . co / oBMHM9DJup,joy
28737,@ p _ sharma92 Hame ye hi kahna hai Bangladeshi aur Rohingyas ko apna kirayedar mat rakho aur atankwadio panahgar mat bano .,anger
26526,@ UmarOfTexas Have to keep it dark to avoid too much bijlee for the bill,sadness
29314,New post in JK3R ~ ricket-Toss & atch Prediction GUYS PAYMENT CLOSED HAI TOSS EVERYDAY FREE SESSION FREE DUNGA AAJ https // t . co / 36jQ9PByAV,joy
34148,@ rssurjewala @ INCIndia Kal tak jo chowkidar chor hai chilla rahe the aj muh chupate fir rahe hein . Janta ne b bhi … https // t . co / Dgzw9s4L6d,anger
14533,@ Shree _ Sharib @ Benarasiyaa Ek ladka hoke I really like the way u r ready to believe every story ! Wah ! Dusri side ki … https // t . co / utaRXCvFnZ,joy
13233,RT @ Sangeeta123S Only one week wait for bhaijan Fan Salman khan who's always ready to introduce new comers One biggest hits awaiting #…,joy
8950,@ Talhayyyy @ Sjames ____ @ OpsButNotYour @ ifnatic7 Bkwas band kri bc @ Talhayyyy or @ ifnatic7 sallo gashtooo heera ma … https // t . co / GEp8X3j0xK,anger
25795,@ mp _ kaushal @ Arunsinghshahi @ BJP4India @ BJP4UP Bahut bahut subhkamnaye evam hardik badhayi,joy
37904,@ arey _ waah Amravati !! Great it's my city was the opposite for me shifted from Amravati to Mumbai 4 years back,joy
19411,~ Payar Bhi Hua Toh Sala Kaha Hua Facebook Pe Shyad Galti Meri Hi Thi . Thi Kya Meri Hi Galti Hai Jo Sabka Tha Usnko … https // t . co / k5pt8VqMI7,sadness
22737,@ ANI Aisi neech Mexican logo ki harkaton ke wajah se Trump apne border pe deewaar bana raha hai . What for she deser … https // t . co / NdS2tpWtiO,anger
38819,@ Hn _ Larki Happy wali budday hamri behn Dharti pe bojh aya aaj ke din may u Dharti pe bojh rhein long happy rhei … https // t co / IFhdeX6ooy,joy
29877,RT @ iAnishchawla Desi families love and care for each other in every moment Bimaar ek hota h khichdii poora khaandan khta hai 😂 😂 😂,joy
14609,Heard @ JonMoxley on # TIJ and it could possibly be the best episode I've ever heard . So much honesty . Its good to he … https // t . co / MIV2igaoJz,joy
16306,@ Sonam1728 @ myogiadityanath @ Uppolice @ up100 @ GoogleIndia Madam kya aapne koi suvidha sulk nahi diya tha kya Ye log … https // t . co / 3BVwcUIN6S,anger
34529,Can't wait til Didi comes back so Morales can go,anger
19901,@ sabkadoctor @ Atheist _ Krishna @ ibymirza Jo Gandagi failayi hai yaha ye sab tere maa baap padhenge toh zarur socheng … https // t co / ye3uBxc8fV,anger
5556,@ PriyaVerma __ @ ashutosh83B Jay Jay Shree Ram ram rajye aaya he danavo rakshasho chudelno or surpankha ke gharoke sa … https // t . co / mDn0ARJnmM,anger
2989,Weekend tho tab tha jab 5 din school me gond ghisne Ke baad milta tha Nothing can reach that satisfaction,joy
44230,RT @ Ural _ Ponkhi Hey @ RajBaddhan Bhai 🙋 By now we're all aware that u guys are sponsoring this trip & we cant thank enough for this bles …,joy
28567,@ S _ cintillating @ tamashbeen _ Boycott toh bahana hai asal Mai koi mu dikhane layak bacha nahi hai,anger
15239,Abe ajaz tera hi sathi hai hardik patel suar jo hai uske sathiyo ne hi jalai thi wo Ab tu apna muh band kar samjha https // t co / VdxjTDSj5w,anger
40065,@ AshrafFem Hindu muslim ke naam par siyasat karke desh ko duba diya . Sare mudde chhupa diye aur firbhi kuch log ha … https // t . co / 0VGHmoGCV8,anger
36002,@ smritiirani Ye kya hai maa apke Assembly ek member ki jeet ki khushi me hazaro loog pareshan hue hai . Ye umid nahi … https // t . co / ScHby3HFJR,anger
25195,@ theskindoctor13 @ sherryontopp Itna sadma laga h bechare ko sahara dene wala bhi koi nahi hai Amrinder Singh se l … https // t . co / RJtzTr4sTU,sadness
8101,Wish you very very very very very very very very very very very very very very happy birthday to # Krishna sir stay … https // t . co / Nqwjma6ebY,joy
18139,@ hermadworld Bahut zyaada yaar . Log kitnay ganday aur zaalim hain . Doosron ki betiyon ki zindagiyan ujaartay hain i … https // t . co / 82Wr3T3Imd,anger
4474,@ Payal _ Rohatgi Aap Anty Muslim ho jbke phr to seniors actors Jo Muslims Hain unki b izzat nahi krti ho mtlb Salman … https // t . co / YHoExeTZHH,anger
44712,@ smjamaal @ sarmads00529534 Fouji dictators ney blunders kiay hain ismmein koi shak nahi lekin pichlay dus saal se … https // t . co / OSXqLAy57H,anger
9338,kyunnnnnnnnnnnnnnnnn is takle ko invite nahi kiya PMO ne ? kyun 🤣🤣🤣🤣 https // t co / In6DE30hZA,anger
26347,RT @ 96petale hahaha Hoshi wyd . what's even that pose ? were you supposed to do Lion pose then roar-ing ? but still you're the best and sui …,joy
5017,@ ashutosh83B Abhivyakti ki aajadi ka gala tum tv channel wale ghot rahe ho . bulaao debate me common people ko .,anger
18940,@ SushmaSwaraj Mam we will miss you .... Allah blessed you aap hamesa healthy rahain aapko hum sabki umar lag Jaye .,sadness
21879,@ ZeeNewsHindi In janwaron ke Sath koi rishta rakhna hi nahi chahiye kyu Gaye the kyu baar baar haath bhadate ho or … https // t . co / nFfra1evny,anger
12441,Kaash Aisa Hota - Darshan Raval | Official Video | Indie Music Label | Latest Hit Song 2019 https // t . co / wck7Juu8ZV,joy
15199,@ JagratiGupta3 @ narendramodi Sahi Hai Jagritiji bhagwaan kare aap ke vichaar sada milte rahe n desh tarraki karta … https // t . co / G97GHfCSlZ,joy
43716,@ DhavalBhatt1990 @ kamaalrkhan Iski hal yahi hai .. Aan Ka Ban Ka Gyan Ch ** de Brahmand Ka 😂,joy
15255,@ ZeeNewsHindi India ma treatment nahi ha to sasural walo ko puchhe yah ki 70saal ma health ka kuchh nahi kiya … https // t co / U6VLvbbw8J,anger
26976,@ TSaleem13 Bewakoof orat ho tum or kuch nahi agar orat ho tu wesey tu fake he hey account yeah,anger
19886,Congratulation jeet appki Mubarak ho https // t co / fIF0mD685z,joy
1069,RT @ Varun _ dvn KALANK in theatres now # Zafar aap ka hain A character I loved playing in this epic love story No spoilers please https // t …,joy
31189,@ PoojaGo33057821 @ MadhuTr33874906 @ Arifmoh78127563 @ akm42561907 Kyuki tumne abhi tak follow back nahi diya hai,anger
9195,@ M ____ sohail Wah superb . Isi lia celeb walay kam bhi shuru kar dia apa nay ?? Unfollow kar k chaly gya 😂😂😂😂 anyways congrats bhai ji,joy
10043,@ rssurjewala What will do to the people who didn't vote for you . Hate them . Send them to Jail . Likhte huye haath nahi kaape tere chamche .,anger
37730,Hiii ! I'm your hope you're my hope i'm J-Hope .. This is what I hope I hope they will come in Romania .. What do y … https // t . co / DiwyR08mFE,joy
14089,RT @ nimra _ ghaffar And there are some blessing peoples jo hamari fake smile main bhi hamary dukh dard ko smajh jty hai 🙃🙃,trust
43079,@ dibang Media sahi se kaam krti na sir to govt bhi January mein hi ye report de deta .... lekin media ko hindu muslim … https // t . co / lwunfM40iZ,anger
32180,@ GautamGambhir @ TV9Bharatvarsh @ rpsingh @ pragyanojha @ ReemaMalhotra8 Sir aapko bahut ummeedo se desh ke sarvoch sth … https // t . co / IDEb26qOuM,trust
28043,@ AyushMishra _ IND @ anuragtiwari770 @ Hariprakash4u @ Rafale _ gandhi agar ye fake news hai to phir iss kratya k liye iss … https // t . co / nSk4gKnzzZ,anger
6666,@ RahulGandhi Sir ji Good afternoon ji Hum sub ko visvash hay aap nay Mehant ki vo bhi puri imandari shay Bhartiy ra … https // t co / dPnudB9I5U,trust
14307,RT @ MaryamViews Shab e Qadar Mubarak to all Muslims Remember me in your prayers May ALLAH bless you all & protect you from evil eyes . S …,joy
41895,This is ma fav video ever on ‘ being Indian ’. This and the Bollywood song ‘ hum logo ko samajh sako toh samjho dilba … https // t . co / 0oPWTY7sxp,joy
7450,@ Haren4391 @ squintneon ye tau proper-ganda hai bechare haar jo gaye 🤣,joy
15871,@ RubikaLiyaquat @ RubikaLiyaquat but mam i think you forget one name Yaha aapne 24 ki jagah sirf 23 likhe h naam,anger
27041,RT @ IronicSalt Ye sala Hindustan me jab tak cinema hai log chutiya bante rahenge . ~ Lord Ramadheer singh https // t . co / 7Gkf3R0dFx,anger
6310,the blockout is hilarious already I love this vehicle <3 https // t . co / qeK3SULaUM,joy
28619,I ’ m missing Queen Lili so much 😞 I hope and pray that you ’ re doing fine and that you feel loved 💜 We love you Leo an … https // t . co / VNqLHVVKhz,sadness
2254,@ Serrial _ killer @ Baat _ Sunoo @ ThiMoiz I don't know whether it's correct news or wrong but pubg tou mein nai final sai kafi pehlay chor di thi,sadness
14504,@ issapeanut @ kalina _ rose3 it ’ s ok pean . it ’ s alright buddy,joy
29787,GAU you rocks . You won my heart . Love you 🥰🥰🥰🥰 https // t . co / 6kdvt8ZdIP,joy
17016,RT @ arunjaitley Congratulations to Sh .@ narendramodi ji on taking oath for the second time as the Prime Minister of India . I wish the very …,joy
17283,@ SYahyaHussaini @ MalixOwn @ ICC yeh hmesha doosron ko kamiyyab karwata hai khud jeetne ka koi shauk nahi hmare cheet … https // t co / FdmBu1Iuja,anger
3215,@ Chhoti _ Farmer Omg she's so beautiful 😭 so dramatic,joy
33314,main criminals ko maaf kr sakta nhi ye all grp si lte rk ke bhai bhatije & in ke ristedar log kr rhe kyu ki ye log … https // t . co / WBI4u589zJ,anger
25394,@ PiyushGoyal Sir sarkar jitna bhi karle humlog jabtak jagruk aur responsible nahi honge tabtak kuch bhi thik nahi … https // t . co / fhWmpqbwL5,anger
25640,@ OfficialUrmila Shame on you Congress jaise chor n scammer party ko support kar rahe ho 1st of all kitna paisa khil … https // tco / OcriZNT0YM,anger
22028,This # Cosmetology job might be a great fit for you . Click the link in our bio to see it and more . Specialty Beauty … https // t . co / umRfwCNOzt,joy
9893,RT @ dreamsheikh Jaisy k Aap logo ko pata h Ramzan ka aakhri Ashrah h or Ba barkat Raatein Hein To Duaaon me Yaad Rakhein Allah Aap Sab ki …,joy
35716,@ Least _ ordinary Unki govt ke pass Khudai ke liye paise nahi Hai . IMF NE Abhi Bheek mein Kuch Paisa diya Hai desh Ch … https // t . co / BuuvzkIwIw,anger
19515,Shame on # bilawalBhutto He has proven to the world He is an Eunuch Khusra Jis main itni bhi mardangi nahi k apn … https // t . co / L4LeMFgMr8,anger
13718,There's no great feelings like praying Subh and Isha on time . Studies shows that praying those two sallah on time increases healthier life .,joy
18405,@ peaceforchange @ shzbkhn Hameshaa jung ko promote karty a rahy hein ham log hamary goals ptaa nhi kia hein,anger
25909,@ diplesh19 @ KalpanaShrimal1 @ ShayarImran Bhai ye bt sb ko smjhne ki zrurt h K aisa Jo b krte h unko religion ka g … https // t co / ehq2IGfkTw,anger
10614,RT @ AayatKh42331038 Jee to tareef bhee kardiya karai Dil khol kar @ AayatKh42331038 future doc says 😁😁😁😁 Pakistan sub ka 💏💏💏💏 https // t c …,joy
1674,@ WaseemBadami @ iqrarulhassan We will miss the beautiful voice of # AmjadSabriShaheed Allah un k darjaat buland far … https // t . co / xf9FkUdfew,sadness
18234,RT @ Officially _ 007 Good Morning Jumma Mubarak 💞 First Jumma Mubarak of Ramadan ❤ Stay Blessed Remember me in your prayers ❤ https // t co / i …,joy
35563,@ ka _ fiza @ Dr _ fizakhan Abbey khassi tera nikalega moot pehle mujhse to mil le . Aagey kaun kis ki MC BC karega peh … https // t . co / 1N2SUqQNHX,anger
24544,Aate Jaate Jo Milta Hai-Har Dil Jo Pyar Karega | Salman Khan https // t . co / SJS96xzkTf,joy
38015,Ravi is a spoilsport on every debate He is a kejariwal chamcha Farce,anger
27065,@ ARanganathan72 Aksar yeh sochti hoon ki modji agar 20 saal pehle pm bante to bharat world champion hota,sadness
21985,@ News18India @ nehapant19 What a family debate . Ek BJP seEk Ham Hindu seEk Hindu mahasabha se Ek BJP k samarthaka … https // t . co / 8HAzomMKf9,anger
32946,RT @ bhushan _ gyan Delighted that a person of your standing and stature is becoming Raksha Mantri - Defence Ministry needed it - our good wish …,joy
12485,@ jagadkartik @ nazfsid2 @ anu _ parmanu @ Joydas @ ReallySwara Han decision kharab lega neta chor hoga to Aisa haal hoga … https // t co / P73nZcXk14,anger
36490,@ Vinaymadsfan Chotu tu Wikipedia haiLooks and makeup man mat bannyeh tera department nahi hai,anger
44627,is there any Chance 1992 k worldcup may bhi Bangladesh ne SouthAfrica ko haraya ho ? 😃😉 # CWC19 # SAvBAN,joy
13861,@ vaishali _ 45 chup ho ja .. har baar troll mat kiya kar . imran bhai ne 100% bole 105% de diya ladko ne . inshallah boys played well .,anger
39162,@ ayah _ hawas Mn a7la Aya X 7ayty love ya more than you can imagine 💙,joy
21761,Google bhi chor hai jhutha kahi ka Iska boycott karna ab se https // t co / AKB5TNGWAq,anger
19044,RT @ kingkhang121 @ Official _ PIA @ SarfarazA _ 54 Teri kismat main baizat ho k nikalna lkha tha bola tha na ja teri jaga nahi Banti team main …,sadness
12112,@ GautamGambhir Today first time I feel you are on right path Goutam Sabka sath sabka Vikas sabka visvash Thanks again,joy
27127,RT @ Gautamdebmic To develop a New Bengal lets raise our voice together and chant ' Jai Hind Jai Bangla '. # JaiHind # jaibangla,joy
24554,Wahi tho Mei bolu ... hum jaise jaasus koi nahi hai aur hum ko khabar Tak nahi 🤔🧐 aisa ho hi nahi saktha 👻😂... so shoot … https // t . co / d1tBEXBrrw,joy
38242,Hello there I decided to start a twitter account ! A little late I know but I wanna keep in touch with everybody … https // tco / i8UxN1cPS6,joy
11303,@ sardanarohit Bahut jabardst rohit sir ! Wse Ashutosh ji ko congress ka spokesperson bna dena chaiye bahut dukhi hai bechare,sadness
37941,@ ShayarImran @ rai _ somanshu Imran bhai ko sbse jayada sadma laga hai umeed krte hain aaney waala 5 saal aapko sadme … https // t . co / yFYgbNDwbY,sadness
5302,@ MIKHANINSAFIANS Imran Khan ko phasany ki pori tayari hai PTM ko mar k pashtoon kpk aur balochistan k haalat kharab … https // t co / dlEE4Xfd0G,anger
8284,RT @ its _ USP10 Happy birthday Prashant bhai @ SRKzCigarette .. bahat saari subhkamnaye Khub aish karo bhai .,joy
19675,@ ModiLeDubega @ manakgupta @ sadhavi @ RahulGandhi Charachor ab jaldi hi hospital se wapas tihar jaege 😁😁 Pach sal to … https // t . co / dBZ9o2miyE,joy
1728,@ asadowaisi Teri maa ki chut behen ke lode Teri gand main jor h to 15 minute ke liye mil le tujhe Teri Randi maa ke … https // t . co / BDrD2zcWea,anger
4285,Ghr ke he bat thi ghr baith kr he kr lete itna drama krne ke kya jrurat thi 😏😣 https // t . co / VoSPpVRb8U,anger
11646,@ PendharkarRahul Sir hum aapki tarah virat kahan ! Aap to hit hain ! Aapne to 5 saal pehle bol diya tha ki NDA ko 3… https // t co / k6H9CGCM4S,joy
10913,@ rajbansal9 @ iamsrk Wo khud to paidal ho rahe hai ek last dono flop aur k ptani tiger pe jinda hai aur sab flop,anger
24048,@ ZeeNewsHindi Ab kya hua akhtar aur shabana desh chodne wale the irada badal diye kya ?? Koi desh apnayega nahi pat … https // t co / 4UF0wturgV,anger
16249,30ml sharab 1/3 karke pine wale laundey bolte hai - We do not get intoxicated 🙄,anger
4407,@ Manzoorjakhro2 @ TigerShroff _ FC @ iTIGERSHROFFML @ iTIGERSHROFF Sid ki flop movie count Kar le pehele Tera Sid biggest flop,anger
10496,@ TajinderBagga Whenever Modiji takes retirement I want Yogi to be PM Amit Shah is a great strategist he will be good at HM,trust
37885,@ RailwaySeva @ drm _ apdj @ DrmDnr DRM ko bhi bataya lekin abhi tak koi action nahi hua log AC coach ka emergency windows kholke bethe he .....,anger
37061,1000 ka cylinder aur 200 rs litre petrol bhale he Dalwayenge modi ko he jeetwayenge ... bhai 100 rs ka ticket lekr … https // t . co / Stcwt7moqB,anger
17861,@ Gurmeetramrahim good morning pita ji pls bless me sewa sumrin and parmarth bakso ji # PledgeAgainstCorruption https // t . co / CdrgztvKUQ,trust
43909,love being mocked by jimin tho BEH AAAA https // t . co / 75ibBPHrUa,joy
40270,@ iamtnvr _ @ MeSamruddhi @ RaeesBanda Maine kisiko 70 saal nahi diya ... mere baap dada ne diya tha baap ka acha busine … https // t . co / HWRiB1ySJS,anger
39409,@ betterpakistan Sir up ko Allah hamshe achi sihat de .... sir hum up k Liya our up hamre liya dogha Karree ..... Allah … https // t . co / oOOt16Tscu,trust
7629,Bharat Mata ki jai Jai hind jai bharat Shriman desh ka ek nagrik hone ke sath mere man me ek vichar utpanna hua h … https // t . co / pprJSd5hfD,joy
15708,@ sudhirchaudhary East or west @ sudhirchaudhary is the best and haters is the rest of history ... Chamche ...😂😁😂,joy
4041,@ klrahul11 Rahul keep it bro U r the real champion of world cup Jaisa nature hai waisa hi khelna bro,joy
30806,@ sky _ larkaa O ni koi msla ni Ab jisko pta ni us ne puch b liya tou kia kch ni,anger
12550,@ aajtak @ narendramodi Aajtak wale aaj bahut happy honge Aajtak wale Modi Ke alawa kisi me intereste nhi rakhte h … https // t co / 9M8ivLScKI,joy
16210,@ zainabsikander @ INCIndia @ AamAadmiParty Congress aur opposition party media ka Modi agenda ( Hindu-muslim ) pehle sam … https // t . co / YLJLYeje0L,anger
25867,@ KataraRitik @ bittusempire Akshay chutiya h Aur bhosdi k Hindu musalman ki baate kr k logo ko ku bhadka ra mc 😠… https // t co / e2LvLEeKxq,anger
12487,So today's Eric girlfriend's special day . Happy birthday @ nagyeogn . May all your wishes come true . dan salam kenal . 🥳🤙🏻,joy
39343,You know you ’ ve made it Sam when lukes sat here shouting listen to my sister nail green day @ SamLavery _ faith has been restored,joy
35209,@ Anastaciuss @ Vyas86Manish @ shahnaveid Suwar teri ma chod ke leke aayenge ise bhi tnsn mt le . Tum bhikariyo ki auka … https // t . co / W2nsRDljO8,anger
19830,RT @ Manisha61567840 # WaterSavingTipsByStRamRahim @ saint Dr MSG water is very precious for us @ dera Sacha sauda sirsa https // t . co / Y88ji0Ikpx,trust
25521,@ drifting _ lost Bhool gayi ho kya ye wali yaad aaya https // t co / n6p1OC4P79,sadness
27966,@ lsQNjzqdR7j4icG Mulle q apni izzat ka halala karva rha he katve .... Fake news felake,anger
11609,RT @ BeingSalmanKhan Amazing video lovely track # bhumroo sung by @ imKamaalKhan .. Dekhiye aur enjoy kijiye .. ( Full song on Facebook ) @ SKFi …,joy
34929,RT @ WhaJoTalkinBout receptionist sit wherever you ’ d like me thank you I ’ ll be in my car,sadness
16299,Jb ghr ki safai hoti hai to pehle wale kamron ko saf Kya jata hai us k bad line se or tarteeb se safai ki jati hai https // t . co / Xog07TusXY,trust
27139,@ News18UP Sabhi sansad apna apna karm kare Phal ki chinta n kare Sab ka sath sab ka bikash sab ka visvas = vija … https // t . co / MNw5rYDhAW,trust
16320,RT @ archakp So true right from 2G to all Gs and even NH case Ram Setu Ram Mandir all taken up by @ Swamy39 alone @ BJP4India n …,anger
18987,@ waglenikhil @ RanaAyyub Agr sch me dar hota to ye article likhne ke bad iska sar klm ho jata abb tk .. So khud ko fa … https // t . co / eA6LMqqzIu,anger
13265,@ ayushighai00 @ GangaChowdary6 @ shikhavij5 @ justvoot @ ChoubaySushil # TejasswiPrakash # MisHaan r together in montage … https // t co / mJ5k7Usqko,joy
5194,Eid tk 5k yes karao 🌚🌚🌚🌝🌝😂😂 @ shahrukhsyed4 @ iamqfs @ ImlazyAf _ @ Bawkamaal My favourities 😌🌚😂❤,joy
6945,RT @ notorious _ heart # Bharat And the wait ends in 7 days I believe This will be his Best till date Might surpass Bajrangi ( movie w …,joy
28238,Sar Jhuka ke duaa karte h ham bhai ❤😀😍 aap apni manjil ko pae aagar aapki raho me aae kabhi andhera 😍 to khuda roshni … https // t . co / 1kJlPZQojz,joy
31228,@ bharat _ top1 Ab toh Inshan k खून pr b logo ko trust uth gya Unse accha kutto ka pi lo at least वफादारी toh rhegi bc 😂,anger
16124,@ AbhinavDawande Arey mg tech mhanlo na mandatory ka aahe interview la asa ... that Shud not be criteria,anger
21936,@ LateefDaar India-Porkistan k batware se pehle kiska tha Ghanta to baja rahe hain hamare fauji bhai wahan Sun n … https // t co / BDt67j1X68,anger
15859,Kab auron ka sath nibhate hai log Aansu ki taraha bichhad jate hai log Wo jamana aur tha jab rote the gum me Ab … https // t . co / 6p53yEGWMq,sadness
17424,@_ pallavighosh Hum to pehle hi kehte they Congress of Nehru was different Congress after Indira Gandhi is just … https // t co / 84MgsSHM1p,anger
36467,@ siasatpk Generalon ka ihtsaab krny ki tmhary baap me bhi himat hy ?,anger
43466,@ Mahende67015515 Farzi rashtrawad h aapka Jo din me dharti ko 5 bar matha lgata h usse zabrdsti nhi bulwa sakte U … https // t co / 6wQf6hD5Rf,anger
38056,RT @ 5555Lucky Kehena hai jo Dil se kaho Dilbar mere Dil me raho 😍 Frogner park Norway ❤️❤️ https // t co / DMido6nwSH,joy
10850,Ye kya tareeqa hai ... Ye kahan ka insaaf hai 😣 Kashmir mein zulm kr kr k thakay nahi ho tm log jo ab India k andr n … https // t . co / hQLIe87Ul3,anger
39704,@ KhawajaMAsif Ur yeh Dhun Pakistan laya Pakistan say bahir nahi lay kr gaya Papri walay k A / C say .,anger
21910,@ News18India In sare choro ka av to poll khul rha hai Kejri bhnchod v chor nikla schta tha sala ye acha leader hoga but ye v chor nikla,anger
19922,Yeah . This shit isnt happening . Just gonna hang out and play bass instead 🖤🤘,joy
28163,RT @ Oye _ Tu _ Nomi Pakistan Will Win the World cup insha Allah 💪 # WeHaveWeWill # PakvWI # WeHaveWeWill # WIvPAK # CWC19,joy
3809,Congratulations 💥 # SHADAA TRAILER ON TRENDING 😍 @ diljitdosanjh @ neerubajwa Tu c chaa gye fir to 😍 Dil khush krta hmesh … https // tco / lHv5hJgv6U,joy
41758,@ TheViralFever Pakistan Bharat ke us better ki tarah har Jo last khakar bhi nhi shudarta @ TheViralFever # PAKvWI,anger
28608,@ vishwa _ v @ amazonIN Chutiya hai ky be ... Fact clear kr ... Aur itni aag hai English ki to citizen ship chood भारत ki,anger
9275,@ narendramodi ye jo gaurakcha ke naam pe muslimo ko mara jata hai dahst failayi jati hai plspls isape koi action lo … https // t . co / tMj97yhDLy,anger
12115,@ Su4ita Fake feminism tere pas hi rakh sali . Tere jaise kuch kamini ki baja se puri woman community ki naam kharap hota hai .,anger
38331,@ DrVivekBindra Hello Sir Humne aapki app download kari hai bahut hi amazing app hai Sir isme aap naya business shur … https // t co / rCELXXLd5c,joy
45074,@ KarunaGopal1 @ dhruv _ rathee Madamji mujhe aapse puchna hai kyu kyu karte hain aaplog ?? Kyu Harvard ki bejjati kara … https // t . co / zHMxjxgyBG,anger
30080,@ sakhtarmengal Shawani is just a spokesman for Jam Kamal not the party BAP,anger
40597,RT @ JBCrewdotcom Big day on the charts today for “ I Don ’ t Care ” by Ed Sheeran and Justin Bieber ! >#1 on iTunes Worldwide >#1 o …,joy
34143,@ get2najeeb @ Danny61000 @ kalson World cup ki saari match haarne ke bad phir kehna bhai Ghabrana nhi hai,anger
13206,@ rozsharma Rohit bhaiiiii !! The way u keep India's side on every Friday in the Pakistani media It's praiseworthy 👍👍 keep it up 😊😊😊,joy
15953,RT @ chanzaibkhan6 @ MaryamNSharif baap to baap hota hai chahey chor he q na ho .... aur kesy yaad na aey ye wohi baap hai jo apni chief manis …,anger
9359,Coin Pair DENTETH is running up for a couple of minutes ! # DENT just now went +3.66% ↑! It might be a good very short term investment .,joy
41803,@ ShirishKunder Kuch bna nhi 👎👎🙂 How to spot a non-vegetarian ? You dont have to . They enjoy killing & eating those killed !,anger
27825,mhagadhbandhan bhi barabri bhi nahi kr pa raha hai bjp ki # Werdict2019WithNews18 https // t . co / 5pJP1tRNKi,anger
14968,Rahul Gandhi Arvind Kajerwal Ka kyo sukh Gaya muh Aur kaho Chokidar Chor hain Dhekadiya na Juan Chor aur kaun ima … https // t co / 4KS1vyWKgE,anger
21556,RT @ paddypower CONGRATULATIONS to Arsenal Football Club on an absolutely huge night in the club's history . https // t . co / lvYm3SkSIX,joy
