tweet_id,text,sentiment,my_emotion
38943,@ shoaib100mph Pakistan ko phle Ireland Holland se qualifying match khelne Chahiye .. Uske bad they can enter WC ..,neutral,anger
40052,Congress don't worry Centra levl me bjp ki lahar ki vjah see jiti hai state level pe Congress aaj bhi itana hi strong hai .,neutral,trust
9965,@ aajtak @ sardanarohit Very good decision because there is no space in TV debate in opposition because India rank 14… https // t co / onFxOPy6Do,neutral,trust
25776,@ AMIT _ GUJJU @ maloykd Dr Harshvardhan is the best for Delhiwallah so stop speculating upon Gauti let him first be … https // t co / 2IZEToD9UZ,neutral,trust
24280,@ AmitShah @ AmitShah Namaskar Shri maan amit shah ji Aapse ek nivedan h jara goor lre Haryana me vidhan sabha jal s … https // t . co / YRZjzysgdG,neutral,trust
24505,@ su mod ji ke saath -2 aapne bhi desh ke liye bahut badiya patrkarita ki hai sir aapko ni … https // t . co / fvX4nGTHu3,positive,trust
15399,RT @ kushal _ mehra Dear @ narendramodi ji I am a Charvaka Indian liberal and this is my wish list . Hope you fulfil my wishes . https // t . co …,positive,trust
35660,@ RahulGandhi Good morning ! Kahete hai jaha aap sab se jayada kamjor ho vahi se aap saruaat karo aur eise jito … https // t co / H10kVQxm5x,positive,trust
15126,I dunno if I'll be swapping from my hume to a vierra but we'll see .,neutral,trust
26835,@ narendramodi Hamara Bharat Desh Ka Pradhanmantri Koti Koti Naman Main Chahta Hoon Bharatiya Janata Party ka Karya … https // t co / BcMxz35upb,positive,trust
19792,RT @ atropized _ m1 Idhi Nana maata Naa Mathe shaashanam 🙏🙏 Whenever I watch @ smritiirani first thing comes to my mind is role of Rajmata s …,positive,trust
35442,RT @ IM _ Meeru ⠀ ⠀ As Salam o Alikum Life is a journey From Allah to Allah …,positive,trust
27273,@ HDFCBank _ Cares Good Morning Good night hi karte raho logon ki complain par bhi dhyan de do thoda Good to tabhi H … https // t co / AmtlAma7BN,negative,anger
15553,@ AmitShah @ kpmaurya1 @ narendramodi Bahut bahut badhai priy modi ji janta jis bharose se aapko chuna hai unka dhyan … https // t . co / y3rcHRDTwf,positive,joy
15929,@ sannagulzar May Allah accept all your prayers please remember me and all muslims in your Duas Umrah Mubarak !,neutral,trust
6668,I Sandeep mey ek vichar rakna chahta hu modi ji sir s kiek box banaya jay her zile me jisme public apni problem … https // t co / QgQ6oRuW2W,neutral,trust
22082,@ ANI @ hptdc delhi se rohtang pass ka bus ka kiraya kitna hai ..... non ac me ...... garmi khatm hone se pahile bata dijiyega,neutral,trust
4814,Bhai itna waqt ho giya h me to bas itna Janta hu ki agar saliky se koi thodi samjhdari se kahi jay to apko asma chu … https // tco / OGe6E3BlNv,neutral,joy
25434,@ neeeessssuuuu Aalim aur baba ki zarurat nahe hai apko App Sache dil se Allaha se dua karo Inshaallaha appki dua … https // t co / uBohu6AYG6,positive,trust
17052,Ramadan is leaving soon take care of your imaan . May Allah make it easy for us Ameen .,positive,joy
44360,RT @ AMISHDEVGAN Nation remembers great Patriot Strong nationalist & social reformer Vinayak Damodar Savarkar on his birth anniversary . # V …,neutral,joy
32889,@ girirajsinghbjp Congrats Sir . We need your help to see our country to get new heights in your pashupaalan ministry … https // t . co / 4ernmccAeX,neutral,joy
41474,@ nikhilkomalan Bhai total time kitna LGA because it needs patience,positive,trust
