tweet_id,sentiment,text,emotion
18949,negative,@ hinaparvezbutt Koi video aisi nai .. ramzan main jhoot bolti ho .. kyo k agat wo video hoti tu media kia tm ne share … https // t . co / ZZRyZPPY1n,anger
8459,negative,Ye baji nh Ye baja hy balky bech wala hy sala koi 😂😂😂 https // t . co / j6NqMxq3aZ,joy
9460,negative,@ RstyClinomaniac @ meeru19670687 @ Muhamad72742240 @ lrshadBhatti336 Aby islam ko par ja ka in ke jhaga teri maa bhn … https // t co / PxkIGbwdgT,anger
23015,negative,@ imrahulramesh @ fnoble20 @ TkkSureshKumar @ davidfrawleyved Ha ha so you are a chootiya no 1 That ’ s it,anger
19733,negative,@_ Mansoor _ Ali Tu thekadar ni is bat ka yh kam pti waly jany r baki tu q abba ban rha hai teri kiya auqat apni yh ba … https // t . co / 56XNe5paP6,anger
15881,negative,This is just INSANE !!! Nahi support karna to dafa hojao is dunia say likin kam say kam bakwasiyat mat phailao .. Ha … https // t . co / izIQwfOZcG,anger
30926,negative,@ sardanarohit Sahi kaha Owaisi v to apni Muslim Rajneeti karte hai kabhi ye nahi bola gaay katne me rok lagao kashm … https // t . co / DcdT3Npzva,anger
36012,negative,Ek tou bc usko match nahi khelaya jab ke uske record vs West Indies itna acha hai uper se usko 12 mein bhi nahi rak … https // t . co / 577cUBHAxF,anger
13492,negative,RT @ pleasekillmenw @ RAC7R Just wait for 30 years . Hum do hamare sau will ensure even the likes of Modi and Yogi fail to return to power . H …,anger
22963,negative,@ AfreenPargan Ok ab samjha yeh musalman saare rapist kyun hote hain ... Bas suwaron ki tarah paida karne ko seekhte … https // t . co / TO7BRHhB2K,anger
22108,negative,RT @ isanrish1 Modi ji muslim christian ko priority kyu missionaries free wahabi free Rohangia free sab kanoon hindu ko seculariam ka …,anger
15454,negative,Aap sabhi # pakistani logo ko pichwada bhut bhut mubarak ho ... BTW outshallah boys played well 😂😂 # pakistanithings … https // t . co / IWTwjZDm3k,joy
24690,negative,Abe chup be nashedi .. bapu ke naam pe ab bhi logo ka kaat ne ki firak me hai ye congressi piddi .. https // t . co / HU0cDthmXe,anger
32527,negative,Ab to sudhar kr lo party me yrr ya fir Desh ko Congress mukt hi kroge ...... Desh in dono ko like nhi krta . https // t . co / fd7oP92A4U,anger
5000,negative,@ AskAnshul LiberalsWoh to dara hua samuday ka insaan hai . Dar ke maare chhed di ladki . Hindu intolerant hai,anger
17719,negative,@ GdBakshiJe @ ImranKhanPTI Very nice Sir yeh diya sateek jawab Pakistan ab bhi sudhar ja nahi to terey yaha sai jitn … https // t . co / PLfH9Glqio,anger
21359,negative,@ MaryamNSharif Tw kch ziyada apny randi pan pr nh utar ai h bhnchod tw tera baap teri puri nasal Pakistan ka maal k … https // t . co / HOLzcaxkKh,anger
26601,negative,@ MiftahIsmail Baighairat Admi tum nay hi last budget banaya tha na ? Na sir na pair ! Kuttay ki tarha ab bhonkna band … https // t . co / W2O8LtjWtA,anger
6274,negative,@ mystery0725 She is fake as hell isko koi kaam bhi naa de item songs ke ilava lol ghamandi aurat,anger
11293,negative,@ itsBabarAli BSDK Uske kapdo pe mt jaa Jitna Pakistan ka budget h utne ke to Gandhi ki Bakri Badam khaa jati thi,anger
27479,negative,RT @ kapilartha @ adi27588 Are wagle la aikla aahes ka hindi boltana .. sheee bhayankar . pan mala hi vatta hindi nahi ladavavi . Organically …,anger
15273,negative,Congress ki den he iftar party par kabhi Navratri me Congress ne upwas ya vrat kholne ka esa koi ayojan nahi kiya 🙏,anger
14197,negative,@ HardikPatel _ Kch bhi chutiyo jaise baate karte ho bhaiya tum ...... bail buddhi lagte ho ..... Daro maat kch nahi hoga … https // t . co / 8dJMsv0VIt,anger
1249,negative,@ dhruv _ rathee Han to gaand k keede cow meat kliye pehle se bnde convicted h yeh log aur jb ban h to teri maa ko khilane jaa rha tha,anger
6885,negative,@ Irfananjum _ Jitne khade dekh rahe insan nhi kisi pagal kutte ki nasal se hamare yaha cort ki zarurat nhi bjp ki sa … https // t . co / rWhK4izgB1,anger
17410,negative,@ yadavdimples @ RahulGandhi Sahi nasal ke kutte toh congressi hai . Gandhi khandaan ke wafadaar . BJP ke aane se sabko … https // t . co / KR6Gr51Wmq,anger
7878,negative,@ waglenikhil Abe they are sheilding them self from cyclone teri chaadi be Nahi bachega .,anger
25971,negative,How disgrace this man is to Pakistan We are proud of Sarfaraz wearing a national dress Koi Sharam haya ? https // t co / ErQ3C0O5C2,anger
3480,negative,Mamta banerjee ke gusse mul karan bjp nhi uska khud ka aham hai wo khud ko kansh man rahi hai aur uske liye modi ji … https // t . co / Bay3GNPphK,anger
28393,negative,@ rssurjewala Suji hai ?? Ab kuch nhi ho sakta Teri zindagi me sirf do hi kaam hai Ek pappu ka mutra paan aur dusra … https // t co / 6DsIome63p,sadness
34975,negative,@ iamhamzaabbasi Ghulamon k is mulk me koi poochnay wala nahi k 1971 me iqtedar kis k paas tha ? Operation search lig … https // t co / Yh5FRj5vWs,anger
18766,negative,@ vikasbha Agar thodhisi bhi sharam aapme hoti to ab tak aap ye fake video delete kar dete .. Lekin Godi Media ka kuc … https // t . co / cXG5MqD1N0,anger
29004,negative,@ KataraRitik @ bittusempire Akshay chutiya h ... Aur bhosdi k Hindu musalman ki baate kr k logo ko ku bhadka ra mc 😠… https // t . co / e2LvLEeKxq,anger
4606,negative,@ MaryamNSharif Mubarak ho .. Ye b apk abu k kaarnamy hn .. Btw # LdL https // t . co / 1gl4tg9xPu,joy
28661,negative,@ RaReSwaRaj @ airtelindia @ reliancejio I thought problem is since 6 month yeh toh 6 year hogaye 😂,joy
10178,negative,@ XainKK @ Ali _ MuhammadPTI Allah kare sare PTM wale kutte ki maut marein aur tum logon ke perchay rone wala bhi koi m … https // t . co / n2OsK9nYr2,anger
17062,negative,@ Ravi02573940 Bhen k lode kutte ke beej pehle apne baap k reviews pad aur Film dekh sala gandu,anger
27291,negative,@ TahirMughalPml1 @ MaryamNSharif Ye paisa imran niazi k baap ka jo ura rha hai jo pakistan barbaad krn cha rha Allah … https // t . co / HdTDCFgqhI,anger
16217,negative,Ye do khabre btati hain ki corruption ki jadey kitni mazbut hain Pura ka pura # UPPSC hi chor haisab mile hue hain … https // t . co / Erp9P1XLfQ,anger
15424,negative,Entertain kar bsdk neend nahi aa rahi khud ko funny mante ho na ? — Me hi maanta hu ... koi aur nhi maanta 😂 https // t . co / XawkwN77Fa,joy
22416,negative,@ iVeenaKhan Shut up Fucking Bitch apni oqat mai Fucking dirty Pussy india mai Jes Ghar rhti usi se phudi Maro ke ba … https // t . co / b2eNxESgKh,anger
13830,negative,@ abpnewshindi @ RahulGandhi Sale Congressi sansad kam karne nahi dusro ka kam kharab karne jate hai Sansad ka kam r … https // t . co / XYmNaTsZBO,anger
1574,negative,@ StarMoo75329799 @ HarunKh67113991 @ jandkheadlines @ Shehla _ Rashid Krishna tab tha jab tera allah peda bhi nahi hua … https // t . co / oFRqDOSYDU,anger
11382,negative,@ Shailes76803503 @ kishanjha3 @ kunalkamra88 Is bkl ki shakal hi suar jaise hai ... usi ko dekh k log paisa fenk dete hai,anger
31314,negative,@ Pandey66shas @ Monika6600 @ lostboy54 @ anki _ 0002 Vik ko koi farak Nahi padhega 😈,anger
5588,negative,@ altafkhalid140 5 not 15 such bolna to aata nhe hai siwai jhoot k aap ko aata kya hai aur wo 5 bacchay ke wajha s … https // t . co / GujXDPuWdL,anger
26925,negative,@ JuhiSin95031521 @ myogiadityanath Students ka future kharab Ho rha hai 2013 ki vacancy ab tak clear nhi Ho payi aap … https // t . co / 2fcx533AEW,anger
8781,negative,@ xkaminaysabel ikaw @ greciasophia _ proud ka ba like kamina ? 🥺,sadness
17718,negative,@ narendramodi177 @ Noise _ Of _ India Ye Jo boll Raha h n Abe Digvijay ka kacche ka naada banja hamesha teri patrkarita … https // t . co / pPPniOmkky,anger
24647,negative,@ SanjayAzadSln So ja ab you are already too late Pata hai tum farjio ki Dalla giri ki dukan band hone vali hai isl … https // t . co / Z7UHDwKLPB,anger
44936,negative,@ Rehan30837935 @ t _ d _ h _ nair Abe mulle Mere lund ko to Arshiya NE already certify kar diya Mullio ki garmi ko hin … https // t . co / 89moskmPGH,anger
19285,negative,@ LoveSuhas @ vinaypratapss @ AmitShah Burnol thik nahi sahi hai 😂 Fund waste ho gaya ... Samzdar janata hai ... Sare k … https // t . co / IDnNsUARQA,joy
12643,negative,RT @ Anshuch79716462 Illiterate bhakto ki sazaa ab pure India ko milegi Jinki khud ki degrees fake h wo Education department sambhalege ...…,anger
14860,negative,@ ArvindKejriwal is public ko ko bs fekne wale mantri chahiye .... mantri fekta rahe or public lapet ti rahe ye public isme hi khush h bs ...,anger
29081,negative,RT @ arnold48494772 IT IS SHAMEFUL IF NARENDRA MODI IS NOT ABLE TO PUT MATTERS OF THE WOMENMUSLIMS & DOWNTRODDEN PEOPLE IN PARLIAMENT …,anger
6750,negative,@ cugwmui es desh ki public ko kheechad hi psand hai ..! 5 salo me etana pareshan hue log wo sari pareshani 5 mint me … https // t . co / O9Wh5bMDLf,anger
24953,negative,@ AKChawla2 @ SAMBIT _ PATRAg @ AcharyaPramodk Patra ji mujhe aap ki bewakufi pr taras aati hai kitni giri hui jhooti ba … https // t . co / WzxEnsx07b,anger
16594,negative,@ narendramodi Gandhi jaisa swarthi Tharki dhokebaaz aadmi bapu aur Mahatma kehlane ke layak nhi . Musalmano ka hima … https // t . co / hrOP7HB9FG,anger
15198,negative,@ OpIndia _ com @ ShefVaidya Aise liberals ki Maa ka Bho * da . They don't believe in court democracy and system ..,anger
43212,negative,@ KDSindhi @ KDSindhi ji i am with you aap jo bhi us so called # PakTeam ko bola ek dum theek bola ye beghairat team i … https // t . co / POJ6MvBmeH,anger
28371,negative,@ dasraghubar Sir Dhanbad Nagar nigam k upar bhi najar rakhe waha ki saaf safai kuch thik nai hai kacra lene daily n … https // tco / CIraCZjjvO,anger
28069,negative,@ M _ UsmanPak Pakistan ke Dushman Pakistan ke andar hain un ko pakro aur un ko tun kar rakh do Pakistan ke wajood ko … https // t . co / DC8ZxucMkI,anger
10850,negative,Ye kya tareeqa hai ... Ye kahan ka insaaf hai 😣 Kashmir mein zulm kr kr k thakay nahi ho tm log jo ab India k andr n … https // t . co / hQLIe87Ul3,anger
5302,negative,@ MIKHANINSAFIANS Imran Khan ko phasany ki pori tayari hai PTM ko mar k pashtoon kpk aur balochistan k haalat kharab … https // t co / dlEE4Xfd0G,anger
7246,negative,RT @ KermysRevenge @ MarjaLubeck @ ChrisPenknz You have terrible colour scheme Marja . @ ChrisPenknz a tireless worker putting in long days an …,anger
1772,negative,@ rsprasad Ravi shankar ji namaskar waise to sabhi jatiyo ne aapko vote diya kuchh ne nahi diya parantu kayasth ne 1… https // t . co / xkmoUtWVwx,trust
16604,negative,I say sasti Randi Kuldeep but they confirmed Kuldeep is Randi and desi chhinal Ab mat ana mention me warna agle rp … https // t . co / snwfibFUVB,anger
2219,negative,@ NitishKumarJDU @ SushilModi @ PrashantKishor @ KrishnaNVerma Aplogo ne to BETETCTET 201117 WALO KA MAJAK BANAKAR … https // t . co / viD4n36nQJ,anger
15642,negative,@ ANI Maaro iss kutte ko milkar saare .. thhu h aise ghatia logo pe .. arre ye wo log h jo apni beti takk ko nhi chhodte … https // t . co / 8cV6pbyGla,anger
3982,negative,@ jarariya91 Agar media bhee congress ka boycott karne lagi to 5 seaten bhee nhi aayegi,anger
17445,negative,@ aajtak she knows what she is talking Galat kaam ye kare gaali BJP ko de ? ye apne aap ko hoshiyar samajh ti hai > baaki bewakoof !!!,anger
40798,negative,My predction is pakistan will loose the worldcup of @ ICC @ cricketworldcup or wo bhi kuttey ki tarhan india will … https // t . co / QDb3o35N0x,anger
15033,negative,RT @ ashok _ badolas What a shame .. We still are so backward ... Where is our country heading to ..? Such illiterate Ppl shld be punished The …,anger
18861,negative,@ BBhuttoZardari Alhamdulillah naya Pakistan atleast tum logon k corrupt Pakistan se ziada behtar hai ... shame on you baby zardari ...,anger
26225,negative,RT @ RaviPra21602197 @ BoltaHindustan Rona band kro Bhai ... Please . Ho Gaya Jo Hona tha ... logo ne chun k bheja hai waha . Unka to khyal rakho .,sadness
33282,negative,Angrejo ka taluaa chhate ho kyaa kaaran tha ki jawahar Lal ko ak danda bhi Nahi padaa jahaa hazaaro ne apni kurbaa … https // t . co / jGTHD5KHDr,anger
28029,negative,No matter how much i love england i can never support it during the world cup like tum sala gora loug yeh world cu … https // t co / ea0sP4DSWu,anger
12766,negative,@ mustafataqvi40 @ Ranatohid1 Sharam nahi ati hai in beghairat ghadari k cetificate bantne wale brigade ko .,anger
13156,negative,@ manojgajjar111 Sikha kya tere bus ka hai hi nahi . Chutye se ghandu or ghandu se modi ka bhi baap nikla hai tu . Bha … https // t . co / 9EddXWpJeD,anger
45043,negative,@ jigneshmevani80 @ dgpgujarat @ AhmedabadPolice Wo din door nhi jab ghar se khich k v ye log marenge aurato ko .. Shame on mla,anger
9949,negative,@ jagrukindian89 @ Akshaym69074206 @ VedpSingh _ vps @ bhaiyyajispeaks Bhai ab tumne rahul ko vote diya hmne bjp ko diy … https // t . co / 6IkF9EEH1n,anger
33771,negative,@ farah17khan Kuch Log To Sirf Appka Post Bina Dekhe Hi Like Kar Dete Hai . Padhne Ki Zarurat Hi Nahi Hoti Bas Post … https // t . co / PoL8N2lT25,anger
22461,negative,@ tiddi34 @ Umer _ hun @ besmile95 @ MahnoorQueen1 Hahahah kameeni mein already bahir hon is bar pakkri nahi gyee 😂😂😂😂,joy
24615,negative,@ roflvoice Opposition aapna spokesperson nahi bhej raha to Hindu - Musalman kaise karenge,anger
26389,negative,@ PradeepBanahat2 @ Joydas @ ReallySwara Kiu tu bhejege travel agent hai kia . Ya aaj gaw mutra zada pi liya hai . Gobar … https // t . co / dA4n2zRLTy,anger
28046,negative,@ Marriyum _ A @ pmln _ org Kitni besharm hey ye shakl per lant pari hovi hey bakvas phir bhi band nahi hoti . Apny chor b … https // t . co / 0cvdM8Jhyx,anger
14748,negative,@ DrKumarVishwas @ sardesairajdeep how can a person be that much infected of madhar chodi,anger
13299,negative,@ TanusreAM22 @ ArmaanMalik22 khud ko oversmart smjhti h ye ladki dusron p bolti h or khud ko nae dekhti i'm sure y … https // t . co / 3mOX3oHVLw,anger
22482,negative,@ Rudra30609381 @ MazumderJ @ RadioPakistan @ cjwerleman @ nazir _ lord Sale Hasina nevi bal ki bal ki bohat gusha ati hai .,anger
14736,negative,@ RubikaLiyaquat @ INCIndia Rubika ji in logo kisi ki respect karni aati hi nahi Ye apni bekar ki baate karte rahate hai,anger
8634,negative,@ Dildars40799329 Bilkul sahi Bhai ye jahil mulla Allah ke bando ko gumrah Kar rahe hai . Ye murkh khud nahi jante I … https // t . co / wlQAIJ5sm6,anger
29765,negative,@ ashutosh83B Congress ko chor ka nara lagane ki khuch to saza ishwar dainge hi Janta ka jawab hi de pa rahe hain y … https // t co / ljCZK5IUX3,anger
6783,negative,@ RahulGandhi Good job pappu . Let ur mom do that job . U can carry on playing video games n watching chotta bheem for next 5 years .,anger
44886,negative,@ AnuBabaG @ 7rick37 @ RoflKhera Are aapne mere sawal ka jawab nhi diya . Modi kyu ban rhe hai ? I mean bhag kyu rhe hai … https // t . co / NQyzQo0snb,anger
42830,negative,@ MamataOfficial Ek din sabko jana hai Aapko bhi jaane k baad desh achhe se yaad kare aisa kaam kare Sirf Ram ka n … https // t . co / VRVyVh43nw,sadness
21886,negative,@ romitsharma27 @ swiggy _ in Bhai paisa bachane ke chakkar pe KFC ki jagah AFC se order karoge aur khana kharab hai … https // t co / fPSomolOoz,anger
38975,negative,@ TahirMughalPml1 @ Asimrafi9 Kaan Mian Baat Ki Phir ISS Ki Behan Ko Bataia K Harami Brother Say Kaho K Kamm Bhonka K … https // t . co / 5rVKOMGGyQ,anger
23999,negative,@ Being _ Humor Jaane se pehle Congress President ko gaali dena mat bhulna kya pata kal woh president ho na ho 🤣🤣🤣🤣,joy
27009,negative,# MeSheStories She I want to give you something you will always remember . Me Bc dhokha mat dena ab .,trust
39840,negative,@ dr _ sahab _ 72 @ Ahmed _ moosa1 @ SarfarazA _ 54 bhai Sarfraz ke liye best tha keh world cup se pehle usko resign ker dena … https // t . co / IvYJ2L2rlc,anger
37524,negative,@ SanjayAzadSln Jahan Kahi bhi mar pit ho . Wahan pitne wala bjp or RSS ka hoga aur pitane wala Anya dalon ka samarth … https // t . co / WOFEATLtwd,anger
6302,negative,@ Hussain _ NSharif Begaritoo tweet kese kr dyte ho ... chor chor or bus chor chor . Apne bacho sy kese naZrein milate h … https // t . co / hGy37ReFn4,anger
14411,negative,@ Squirrel _ Soul Ye salman logo ka phir chu *** ya katega BC sala trailer aur gaane khi se bhi period drama nhi lag rahi h .,anger
13127,negative,@ Gopal _ Raftaar @ MajorPoonia @ MamataOfficial Fir se bata kaun wala Sri Ram BJP wala ya Hindu wala .... Hume dar nahi … https // t . co / qiaNu4DqhM,anger
1728,negative,@ asadowaisi Teri maa ki chut behen ke lode Teri gand main jor h to 15 minute ke liye mil le tujhe Teri Randi maa ke … https // t . co / BDrD2zcWea,anger
10779,negative,Kya chutiyapa chala ke rakha hai BC . Ek din hua nahi ki Faltu ki bakwaas chalu hogayi COREtards ki . Bina kuch samjh … https // t . co / IqL4pbykE1,anger
14018,negative,Didi Ye apka bhem h K modi ji new pm bn rhe h Kl K bade modi g K alawa koe pm nhi bnega ok 54people Tum ne die … https // t co / BQdY1qb04G,anger
7952,negative,@ AnupamConnects Bhakt Before election - 45 years or 70 years unemployment rate high Aayega to modi hi . After elec … https // t . co / 36zp789H64,anger
27391,negative,@ PeeerQadri Lanat tm pay peer qadri kuttay haramzaday or lanat es khanzeer k buchay langray khadim pay tawaifoun ki nasal harami,anger
27311,negative,@ different _ F @ MJibranNasir China bhi kafir hai agar waha bolne ki himmat nahi to India se bhi naa bole kaayde me … https // t . co / hMy5TYMqUN,anger
15103,negative,@ ANI Sahi hai laat maro ghoosa maro aur behen bana lo yeh aurat b kaisi hai isko apni izzat b pyari nahi aise aad … https // t . co / BH7IL0B4SN,anger
5174,negative,@ IM _ Devang @ ShefVaidya @ RahulGandhi Abe ghenchu Tere jaise nameless faction ka I'd dhoondhne ki jaroorat NAHI mu … https // t . co / So2iZLyOTF,anger
28265,negative,@ aajtak 10lakh postcard bnwane m paisa Ka fijul khrchi nhi h ??..... aaj tak waale ... jhum rhe ho SB .... Kami nhi njr aa rhi bhakto ....??,anger
32853,negative,@ MajorPoonia Enn ko shoot ker dena chahiye . Ye kabhi humare nahi ho sakte . Army ko chahiye maar de enn ko .,anger
28370,negative,RT @ TeaammIK 22 crore ma se best 15 gye ho tum or 1% bhi confidence nam ki cheez nazar nhe ai amir or fakhar k elawa ksi ma thori si effor …,anger
15876,negative,@ INCIndia Rassi jal gaya lekin aithan nahi gaya ..@ RahulGandhi ..52 hi Kari ho bjp ke liyeinch inch ki ladai karoge … https // t . co / wtYg3KVAd9,anger
16454,negative,@ Palaaaaat @ Addi _ Salman @_ ThatBeardGuy Aabe Woh Teri Randi Bol Raha Thaa Ki Mera Wala Lund Chushna Chahti Hai 😂 I … https // t . co / K4XnBLIETH,joy
40697,negative,@ timesofindia Chit Kay daadi mien tinka ( hope I got it right ),joy
15407,negative,@ MAli07121309 Terri bhna ki choot pr suar hgakr tere mooh mai mai goings 💩💩 madarchood knjrf ki oolad Teri bibi ki … https // t co / qzITI8QOFp,anger
25558,negative,@ KumarPraful786 @ Priyanka0905774 @ Sarthak7275 Kya krlega tu bun chod k bc matherchod jaake soja chupchaap,anger
10013,negative,@ SirPareshRawal Pyaare chutiya press Raval ji Aapki bahot respect karta hoonbhen ke pakoday maa ki Daal aapne b … https // tco / l9DN4bCODG,anger
13748,negative,@ BreakingTUBE @ dilipjain1979 @ myogiadityanath @ UPGovt @ CMOfficeUP Sarkar Kam Saadi vyaha karana Nahi hai Samaj Ka hai,anger
14397,negative,I do Lanat ’ on Kroenke every time he comes into my mind By Allah Lanat on this becouf this kuteh this khombokt das hazaar time,anger
31561,negative,@ TarekFatah India k muslmaan shayd hi ye chutiyon wali harkatein karenge ... Ye Saale PakistaniEgyptQataraur Moro … https // t . co / SZX1mt49Pq,anger
7642,negative,@ TuahaSohail @ shirishy _ Shoaib Akthar ki nae dekhe . Rashid Latif ki nae dekhe . Tuaha Sohail chutiye ki dekhe sirf videos,anger
38445,negative,@ Itz _ aziz __ @ ansarraza16 Ramzaan me itni zalalat tujh jaise kanjer ko hi milti hai .,anger
13072,negative,@ IchbinUjjaini # ABVP is full of gawars jinka padhaai se koi naata nahi hai # JCBkikhudaai,anger
18073,negative,This is so heart breaking for me as Pakistani fan . We are with you @ SarfarazA _ 54 . Chin up . Its just a bad start we … https // t . co / ShTjZtzNMf,sadness
11958,negative,@ aajtak Rahul resign dega to Gandhi family ko kuch fark nahi padega .. par baaki amcho chamcho ka pet pe laat ho jay … https // t . co / PMItSqxdoi,anger
19295,negative,@ RoflGandhi _ Absolutely not agreed Congress ko jalan hai humare Muslim vote bank kyun humko vote nahi de rahe .. Owa … https // t . co / d7GdM0x0P1,anger
17592,negative,@ Nidhi @ JhaSanjay NDTV wale kutte ki maut aur mulle ki maut par hi dukhi hote hn but Hindu ki maut ka jashn manate hn,anger
27558,negative,@ MoVe _ oo7 @ tinkerbell9958 Vrna license bs naam ka hi hoga Milna to whi h jo bina license wale de rhe h,anger
20651,negative,@ NShiekh12 Allah na karay Hum laayen World Cup q k 92 k World Cup ko Awaam Bhugat rahi Hy .,sadness
24857,negative,Modi ji ne century nahi triple century maar di hai Aur Pappu ki team ko jisme aap bhi the 52 par all out kar diya … https // t co / cgoUmE0LiL,joy
12485,negative,@ jagadkartik @ nazfsid2 @ anu _ parmanu @ Joydas @ ReallySwara Han decision kharab lega neta chor hoga to Aisa haal hoga … https // t co / P73nZcXk14,anger
13809,negative,@ Rshams @ imMAK02 Modi be inko aisehi chowkidar Nahi banaya tha 😂😂😂😂 yeh uski rakhwali karne har jagah pahoch jaate hai 😈😈😈,anger
28495,negative,@ Flipkart Jab sale lagti h tab rakhte hei .. jab khud ka kaam khatam toh human explotation karte hein ..,anger
27536,negative,@ pretty _ Shanaya Aap Bilkul Achchi Nahi Ho .... Kitna Likhogi ....😔😔😒😒 Kuchh Hume Bhi Send Karo Jo Hum Khud Tweet Ka … https // t . co / Dthvvf4ptR,sadness
18675,negative,@ MashwaniAzhar Best of luck n lagay hathon bhai apni vocabulary b thori brha lein wth the sense of words desc … https // t co / z63x4N6xqU,joy
17826,negative,Ab ye unki galti thori hain . Unko Inshallah boys played well ke aage angrezi aati nahi . Score board mein likha … https // t . co / A0X7X1lnMJ,anger
1537,negative,@ DesiStupides @ kunalkamra88 Apne baap ki photo ko edit kar modi ka face chipka de toh man jau ke tu Ek baap ka paidaish hai,anger
22700,negative,@ Nil _ Nilesh56 @ Shayri _ Here @ RubikaLiyaquat Problem pata hai kiya hai tum jaise logo ko MUSLIM ladkiya Hijab Burqa m … https // t . co / a52Uzt2JDu,anger
25172,negative,@ HardikPatel _ In sab ke bad bhi modi ne purn Bahumat sesarkar bnai . Sochne ki jrurt hai tum jaise brast netao ko . J … https // t . co / 9DEHgWcCvU,anger
22761,negative,Harris sohail k 2 chokay dekhnay k liye yeh awaam bc ussko team main rakhna chahti hai k classy shots khelta hai .,joy
8477,negative,@ TalatHussain12 Let him defend himself infront of SJC . Tu sala lgda ain BC,anger
12433,negative,@ asamkhan852 Iska Ek Hi Hal Hai En Haramkhor Afghaniyon Ko Nikalo Mulk Se Bahar Phir Dekho Kaise Marty Hain Yeh Suwar Afghanistan Main .,anger
23764,negative,RT @ akshatvatsya24 @ BrijMohanBhama @ IndiaToday @ narendramodi @ BJP4India Sala ab iski jimmedari bhi modi ki ... Ghar me patni kahna n mane t …,anger
30575,negative,@ SPatel _ Indian @ Mushir95770465 Ye insan h hi nhi to inse umid bhi insano wali nhi ker sakte ...,anger
15744,negative,@ ptshrikant Bijli ki halat mai koi sudhaar nahi # Jhansi ki bijli ki halat bahut kharab raat din bijli gayab Sar … https // t co / BMExB78Ajp,anger
1617,negative,@ prakashraaj Bosidkie sharam karo ... kitna vote aayare tuje saale deposit be nahi mila sabse bade gaddara chutiye B … https // t . co / PN0jHbozoQ,anger
24924,negative,@ ModiLeDubega Dear Lalua beta tum ye bataye ki evm kab aya Hindustan me ? Khud to chor hei Sala dusro ko salah de … https // t . co / vzHrta6ZTC,anger
3398,negative,@ News18India News 18 sala tumhare pass kutta bili sabki news h lekin bikbot scam ke itne tweets ho rhe hai sirf rak … https // t . co / KiTusulEDw,anger
16518,negative,RT @ Manjrt1973new @ RD _ BANA @ NavStar04641572 Angrej Ki Aulad Hai Saala,anger
22394,negative,@ waglenikhil dalle tum pappu k chamche Modi ka bakhan kare to godi media or tumhare jese dalle kisko jholi me ho v … https // t co / QQYffz67qe,anger
41193,negative,@ vinaykashy @ akshaykumar @ officeofssbadal @ Gurmeetramrahim This Ram Rahim is rapist and behind bars . He is guilty a … https // t . co / Ku6lCgqGML,anger
13856,negative,@ zainabsikander So the agenda was not Congress lao but Modi hatao . Now who was spreading hate u tell me .,anger
14175,negative,@ wpc _ pak @ BBhuttoZardari @ ShahNafisa @ MNARomina @ MunazaHassan Maza aagaya aray bilawal ko kyu nahi mara kutte ke ba … https // t co / rmuya2HYGS,anger
13281,negative,@ rssurjewala Ye modi ke chamche sudhrenge nhi modi agar zehar bhi dega ye kahenge aapne bhi to daru pilayi thi .. ye … https // t . co / 9lK0t55FYI,anger
18800,negative,@ SubhashPophale @ SimplyAshokKr @ vikasbha @ abpnewshindi Even the person sharing it knows it is fake not only this v … https // t . co / lMZhgXXDQS,anger
28332,negative,@ ahmadbabar Once an Aunty yelled back at me . The gandagi is within people . And that ’ s the parents ’ fault . You tried … https // t . co / W06IjonIsG,anger
13812,negative,@ awasthis @ RahulGandhi @ INCIndia Maa aakhir Maa hoti hai Kitna bhi nalayak etc ho to bhi wah Maa ke liye Lal hai .… https // t . co / keUUCuQvsw,sadness
27989,negative,RT @ Minniie _ M Trump ki feelings hurt ho gayi hongi . Modi ne unse tu tadak jo nahi kiya 😤😩😭🥺 Trump administration removes India special tr …,sadness
16106,negative,By the way @ MamataOfficial you may not respect Shri Ram . But you do respect Allama Iqbal . Don't you ? You know what … https // t . co / dRrjTF27AA,anger
32436,negative,@ ppbajpai Aaj desh ka durbagya yehi hai ki tere jaise brahman bhi paise k liye khud ko bech diye or congress ki gul … https // t . co / qzVRKKYs8h,anger
28864,negative,@ manakgupta Kyuki suru se hi waha regionalism ko bhadkaya gaya afsos national party Congress kabhi ishka virodh nahi Kar payi .,anger
24910,negative,Ab ye bakwas to mat failaao . Bhookhe bacche taste dekhenge ya bhookh ? Also it is correct that if they don't like … https // t . co / vOcgiCFuEI,anger
11996,negative,@ Atif _ PPP @ arsched tujhy bhe is k sath otha k chittar marnay chahyai,anger
9539,negative,@ vigyan __ @ prankies Are sirf awwal in shriman ne to flirting ko kala ka darza dilaya h,joy
33408,negative,@ nt _ w8ng _ fr _ u tere se kch b na ho paye ga 😌,sadness
15384,negative,@ Optimistic _ 5oul Bilkul aik tou khud ki tention or ooper se hostel wale baqi snakes ajeeb depressor marte rehte 😶😂,sadness
44877,negative,@ RoflGandhi _ Owaisi Saab ko iss ke liye achey paisey bhi milte hongey ? See this Hindu Muslim divide is for stupid p … https // t . co / eLXRRaBLOo,anger
18028,negative,@ zartajgulwazir Sifarshi Hypocrite Nepotism at it best by typical patwaran Zameer ma jab patwarion wali harkata … https // t . co / W4DMeBip5g,anger
