tweet_id,sentiment,text
20540,positive,@ Santosh66067827 Yaa afcose jitega bro becoese india is the best teem of the world
41463,positive,Hey Mate ... how are we celebrating our birthday ?? Happy new month and happy birthday in Advance https // t . co / 8pruR44w1q
36534,neutral,Takleef ho rahi hai bhokne nahi milega 😂 ruling k log to Paisa vipakash ko bolne na dia jae iska pay karte hai 😂 Ab … https // t . co / a7levFxIOW
33824,positive,@ Marwari _ chhori Now this is some Good Morning 😁😋
797,neutral,@ pnbindia sir mere a / c se 22/04/2019 ko Rs1180 /= deduct ho gaya hai kekin branch office kahta ki mai nahi janta ki k … https // t . co / DVr9Ys83Qs
39276,negative,@ zainab _ shabir12 The day it hit me that this the last year Mai tabse maar rahi hu agar bolegai mai sunday ko bhi ayaa karugi school 🙂
9592,neutral,@ Acid _ 6969 @ Saim _ Hun Isliya we lost the match mujy lga players ki glti ha but unfortunately i m wrong dudee
32897,positive,@ starlight _ mp3 Being who I am emotionally sexually & through advocacy & as a proud mama to my kiddo & dil I don ’ t … https // t . co / OowQ1v5mUF
17750,negative,@ republic jab tum character loos ho gaye to yehi haal hona tha kya ummide ley ke aye thy and kya kar diya tum ne desh me ?
13558,positive,Pti govt ne MASHALLAH bohot change layi hn pakiatan me . hamari duwa hn k es tarha hamara mulk taraqi kare . ALLAH hama … https // t . co / u4PwVLwvne
39311,neutral,@ santoshgangwar Jharkhand BJP ke rajya me Tata motors ke convey driver Ko nuintam majduri nahi milta hai .. kripya dilane ki Kosis late ..
29925,neutral,Jai hind jai bharat ..... @ narendramodi ji chunav prachar ki apni aakhari jansabha # khargone _ mp me aap ne saaf kaha … https // t . co / R1QuA18C4s
42658,neutral,@ omthanvi @ rahuldev2 kisi ke upyukt / anupayukt Shabd ka upyog karne se hindi ki khoobsoorati Kam nahi hoti . hindi me … https // t . co / jZevdRRQfw
15953,neutral,RT @ chanzaibkhan6 @ MaryamNSharif baap to baap hota hai chahey chor he q na ho .... aur kesy yaad na aey ye wohi baap hai jo apni chief manis …
41630,positive,@ PiyushGoyalOffc Congratulations Shri Piyushjee Namaskar . We feel relaxed and happy that you have assumed office as … https // t . co / MV0gC07ywl
43182,positive,RT @ LehrulalDas # WorldVictoriousSaint avshay dekhiye jagat guru sant rampal ji maharaj ji ki satsang sham 730 se 830 sadhna t . v par @ f …
8284,positive,RT @ its _ USP10 Happy birthday Prashant bhai @ SRKzCigarette .. bahat saari subhkamnaye Khub aish karo bhai .
28475,positive,@ Payal _ Rohatgi @ SengarAjay505 Proud day for us . Modiji is back . Thanks for your effots . I can feel the joy in your … https // t . co / sgWMvjeSMe
24328,positive,The Country and BJP will miss the valuable services of a great leader Hon ’ ble Shri @ arunjaitley But we know after r … https // t co / Oqdofz3I2D
13917,neutral,@ Baat _ Sunoo @ DaPakistaniGyrl tum leke aougi warna tumhe bhi ghusne nahi dena meine 😠 ab senorita k peche mera hath … https // t . co / zovY5cDFWb
4426,neutral,@ sardanarohit Sahi kiye kyuki tumhare jaise chamche BJP ke favour me bolte hai Din raat hindu muslim ke show chala … https // t co / Vc53QDjmyB
24574,positive,Happy 35th Birthday to the love of my life @ saudagar _ garam . As you are the greatest husband I wish for the best in … https // t . co / WvEaOw0K8L
16538,neutral,# NowPlaying - The Best Of ABBA - Dodworth Colliery MW Brass Band - https // t . co / tnbSVSXCU7 SUPPORT OUR ADVERTISERS … https // t . co / UGANutx5ss
42615,positive,@ MP _ Meerut @ narendramodi @ AmitShah Iss Barr sirf modi ji k naam s vote mile hai .. bhooliyega nahi ... kaam kuch bh … https // t . co / CH3CvAJXB3
876,positive,Baby you did an amazing job today .. i hope you ’ re feeling good .. i wish i would be at your hotel room wating for yo … https // t . co / G7RWHiIDhs
19734,negative,50 for Karunaratne ....🙌 Well played 👏👏👏👏 BC aadhe se jyada Time to inke Naam likhne me lagta hai 🤣🤣😪 # NZvSL # SLvsNZ
42655,positive,@ Papez _ circuit _ @ mosaytasdoc @ p _ kanani2411 Hey universe please open one of your studios in India too .. singapore mehenga padta he .
9164,neutral,RT @ khanthefatima For all the Sabka Sath talk Modi's 57-member strong council of ministers has only 6 Women . Watch me deconstruct why thi …
7610,negative,1K followers hogaye bhai . Abhee tak koyee akhalmand insan hame badhayee nahee diya ? Hum bhee BJP ki tarah reverse d … https // t . co / 8SJDSJbgUs
20843,negative,RT @ Christi15780330 @ AmanthaP @ tingilye What is the fast about BTW ? All useless drama to distract people from the real issues . Where was t …
1858,positive,Looks great & stays that way # JatayuPlywood-Visvas ka Prateek # plywood # wood # plywoodfurniture # woodworking … https // t co / 7qMyDuEdP2
6820,negative,@ mdshaha46275076 @ DKPaswan44 toh kya BJP ko vote na dene se electricity aa jayega ? Bewakuf insan isse pahele BJP … https // t co / uhYeYNCpaK
26029,positive,@ MlaGorakhnath @ BJP4India @ BJP4UP @ BJP4Delhi Jai Ho vidhayak ji
11388,neutral,RT @ alteredcarbon83 @ zoo _ bear So what ? She will again vote for BJP bcos hindu khatre mein hain !
44966,neutral,@ AmitShah The Chanakya of Modern India is our new Home Minister Congratulations to Amit Shah ji ... Terrorists Sepa … https // t . co / bu8fKug2su
26226,positive,@ yadavdimples @ RahulGandhi Thanxs god E desh ka sukan mayavati Akhilesh Yadav mamta aur Rahul Gandhi jaise logoke hath nahi gaya .
35563,negative,@ ka _ fiza @ Dr _ fizakhan Abbey khassi tera nikalega moot pehle mujhse to mil le . Aagey kaun kis ki MC BC karega peh … https // t . co / 1N2SUqQNHX
23324,negative,@ LambaAlka Tum aapiye bhokne se baaj nh aaoge ..... Khair tere ko to laat maarke he bhga diya gaya na aap party se .… https // t . co / kLp3qcJWp6
34232,neutral,@ No __ Ray Bachy ko marny sy uski tarbiyat ni hotii piyar sy smjhaany sy hoti hy Is main is bichary ka kasoor ni jit … https // t co / RXm66b8HHW
31160,positive,@ tahirqadiry @ NoorjahanAkbar Many congratulations Noor jaan and I wish you both a long and happy married life . I kn … https // t . co / ctfjyBxlRF
19927,negative,@ News18India Gaand ke chamde tut jayenge re owesi dhang se jindgi jini h to ji warna batade police kaha hatani h
18128,positive,@ ImEddieMoney Wooooo HOOOOOO !!!!! YESSSSS I am very happy about this !!!!!
15342,neutral,Bjp ko jeetna tha so wo jeet gai ab dekhna hai sarkar kashmir ki dhara 370 aur 35 a par kya kadam uuthati hai aur r … https // t . co / Jlik4CDESP
5803,negative,Bhart me yahi haraam hai BC Ganga jamuni ki nazyaz piddio ko paida kar Bharat ko apvitra kar Diya Agar yahi son … https // t . co / NA4TEN7pHk
44552,neutral,@ LambaAlka @ Dashrath1995 Isse ek baat saaf hai ... Bahut saare comment dekhne ke baad .. Alka ji .. Modi ji nahi gumah … https // t . co / XoN77mAcOu
8404,negative,@ Utkarsh833 @ Jeevan _ Jena _ G1 @ Surbhiranaa Utkarsh chudail apni behen ko bol jake madarchod nahi to teri poori family … https // t . co / CoPCDyoLh2
6608,negative,RT @ xhafsakhan My brown ass will never admit that something I ’ m eating is too spicy I could be crying and I ’ d be like “ nahi bhai mirchi …
14448,positive,@ don _ donnut aww so sweet uwu i'll bring sth anyways kdkxdk
26949,neutral,RT @ sunoo _ chanda 14 y / o nibbas Boy Tere liye duniya chor di hai Tujhpe hi saans aake ruke Main tujhko kitna chahta hoon Ye tu kabhi soc …
2705,negative,@ AamAadmiParty @ ArvindKejriwal Aap sirfsabko yaad dilaiye ek ek flyover se aapne 25 crore 50 crore 75 crore 125 cro … https // t . co / LqrG8LOqef
15186,neutral,@ BajiPlease Haha baji i am one of them too 🤪🤪
34654,positive,Narendra modi jindabad https // t co / yNYnGg71ux
10653,negative,RT @ SharayUddin My life ...😎 My choices ...😋 My mistakes ...😏 My lesson ...💯 Not your business .🙏
19708,negative,@ manakgupta is kutte ko turnt party se bahr nikalo ... in suwaro ki koi jgh nhi honi chaye party me ... wrna mera profi … https // t . co / bt80zYny66
12863,positive,@ DostiFM98 Humari tarif sa be pakistan Army ko dil wo jan sa advance Eid Mubarak
44921,positive,Khair hogai Sarfaraz Jani !👍❤️ We still love You .❤️ No . 1 T20 Caption 🇵🇰❤️ # SarfarazAhmed O # WeHaveWeWill https // t . co / AjKZnxfrT8
20057,positive,🎵🎵 Hamein tumse pyar kitna 💜 love you to infinity 💜 !! @ shreyaghoshal https // t co / rr6ibIJXAG
30234,positive,Wese pichly world cup se kafi Improvement ki h Pakistan ne 👏 https // t . co / A7Yin3B8BH
10839,neutral,@ RubikaLiyaquat Mana ki nahi kaha lekin ye propaganda nikla BJP IT cell se hai . Iss BJP ki seva aap 24hrs karti ho .
15535,negative,@ sardanarohit Waise bi tumhare jaise journalist unko bezati karne ke liye tu bulate rahe ho BJP ki dalali karo a … https // t co / AvfJZwVx2K
20257,neutral,RT @ mandarinjer yang mana korang start main dulu ? RT LIKE https // t co / g3nRNCvOau
9338,neutral,kyunnnnnnnnnnnnnnnnn is takle ko invite nahi kiya PMO ne ? kyun 🤣🤣🤣🤣 https // t co / In6DE30hZA
26101,negative,@ aajtak @ siddharatha05 Google bhi chor hai jhutha kahi ka ... Iska boycott karna ab se .. https // t . co / k4aNNvTdrt
41223,neutral,@ myogiadityanath yogi sir plz aap se request hai k aap PM narendar modi sir k movie ko tax free kar dijiya
29721,negative,@ avanayy Unmatured hai saale jo block karte hajn
3706,positive,@ republic My slogan is ' Hindu Jhakkas Baki Bakwaas '. Any problem ?
15943,negative,@ Rahuljain493 @ AtheistMayra aur haan chutiye Karnataka municipality ke rsult bhi dekh liyo wahan par BJP ka kya haal hua he .
35302,positive,@ faryzai Haaye i love traveling gonna meet my Pukhtoon brothers on the other side of border
9903,neutral,@ samajwadiparty pichle 5 saal app ki sarkar tha app ne dalit pichde jaati ka vikas itna kiya ki lucknow me 300cror … https // t co / m8x58TIUpl
31342,negative,team selection hi ghatya hai world cup me khelne ke liye tazurba hona jaroori hai baccho ka kaam nahi hai ye grow u … https // t . co / 68iKxbRPnK
13004,negative,@ antraal @ WamanCMeshram Conclusion _ aap to nhi sudhrne vale # FAKE account 😄😊
38248,neutral,Manniy pm Modi ji ko chunav me jeet hasil karne par bahut bahut subhkamnaye https // t co / UR4SSL1P1r
5433,negative,@ atifthepoet haram khor log ulta chor kotowal ko dantey !! Mulk torney ki bat kerney waley ko or phulon ke har pehn … https // t co / 4AkR4OobXv
13033,positive,RT @ Mir _ Haadi _ @ RimshaJafri5 Happy Birthday dear 🎂🎂🎂🌷🌷🌷🌷🌷 May you live long 😍😍😍 Allah bhout c khushion se nawaze aapko 🌷🌷 🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂…
16511,negative,RT @ kimhanbintrash I don ’ t care about shit on loop bc SHE https // t co / 2ASryrRNl8
36240,neutral,@ PDCMDOfficial Namaloom will take care of him very soon IA SHIKAREE KO SHIKAR mily ga zaroor Happy hunting seas … https // t co / Fw3VCmmSGy
40710,positive,RT @ secretive _ soul _ Finally this sequence came out of the flashback and happened in real 😍😌 Dhanyawad Maate Kuch toh accha kaam kiya aa …
30604,negative,@ ReallySwara @ mimichakraborty @ nusratchirps Y kya desh Ka bhla krenge models ki Tarah sanasad me jaa rhe h simplicity bhi honi cahiy
17424,neutral,@_ pallavighosh Hum to pehle hi kehte they Congress of Nehru was different Congress after Indira Gandhi is just … https // t co / 84MgsSHM1p
27038,negative,Sarfraz lanti deserves all the hate ye Karachi ka bhiya apni dafa bakwaas b buht krta karma is a bitch ✌✌
28827,neutral,RT @ vijayr1 @ AmitShah https // t co / ndcKSSu29d @ AmitShah @ PMOIndia @ DrKKKhandelwal @ cmohry # greenopolis Sector 89 Gurgoan Modiji aap ek ta …
15863,positive,congratulations to Jay Narayan Mishra ji Nauri Nayak ji Nitesh Ganga Deb ji for the wonderful victory . Jay Maa Sam … https // t . co / 7sOdpjBTeg
34123,neutral,RT @ Being _ Khaled Happy Birthday girl @ sonakshisinha ❤️ Fan since Dabangg days . And the way in the classy manner you conduct yourself mak …
15410,neutral,#لیلۃ_القد Insaan ki koshish sirf halaal or haram ko janna hone chahiye kio rizq dene ka berra to khud ALLAH ne uth … https // t . co / gkZ6IITVjW
30345,neutral,RT @ GiftsGreenwood AMNESIA PURPLE 🌱 🌱 Amnesia Lemon x Purple Kush 🌱 Follow up by Adri G Have a great day ! 😉 # GreenwoodGifts 🌱 High Quality …
24759,neutral,@ AlkaSingh _ INC @ yadavdimples @ RahulGandhi @ INCIndia @ INCKarnataka Ye EVM or media dalal ka chasma nahi he isliye C … https // t . co / zt0W6FTmxx
16786,positive,@ myogiadityanath Maharaj ji 🙏 Modiji k pradhan sevak banne ki Hardik subhkamnaye aur aapko pradesh k Vikas k liye … https // t co / O7Ahw5TpMX
5193,positive,@ Rakulpreet @ dhanushkraja @ Suriya _ offl @ Sai _ Pallavi92 @ selvaraghavan rakul preet you are beautiful 😍
33689,positive,@ ZubinaAhmd Aaj agar atal ji hote to bhut happy hote and hum sab bhi aur double happy hote .
23159,neutral,@ anjanaomkashyap Muze modi ji ko jitana tha aapko modi ji ko jitaana tha Modi ji jeet gaye Ham aap khush huye A … https // t . co / H4yyCDmVNE
3587,positive,@ michaelself @ VenturiniMotor You dont hafta explain yourself buddy you know everyones proud of you no matter what … https // t . co / fLkHmiIwcD
16247,positive,RT @ saintmirrenfc Congratulations and all the best to our captain Stephen McGinn who gets married to his fianc é e Ashley today . All at th …
26058,positive,Ok had to fix lol MY AMAZING BEAUTIFUL SMART AND FUNNY JESSI IS ON THE DEAN'S LIST !!!!!! SO VERY VERY PROUD … https // t . co / owfZC3CHRi
17647,positive,@ Samad007Samad @ arifhameed15 Adalat main ab ye case hy k iss ka jo faisla aya tha us py amal kiyon nahi hoa ........… https // t . co / 1fcpvqiNLI
16412,neutral,@ DesiStupides @ kunalkamra88 ab rehene de thapar ... tera Rahul khud Ra-fail ho Gaya hai ... tu Kya karne wala ... ja kahi … https // t . co / WKdH6vxRqT
15985,neutral,@ anandvardhana @ nailainayat Khoda pahad in this case samandar chuhiya bhi nahi nikli ... Napakistan ka kuchh nahi ho … https // t . co / 2lzXzHX5xc
16294,positive,Narendra Modi ko ek baar fir se Desh ka Prime Minister banaye Jane par Hardik subhkamnaye https // t co / 5J05vK3IQp
11333,negative,@ TalatHussain12 What a shame is khoti k bachay k pas aur koi khabar nhi
42789,neutral,Ab kyse hua ? kyu hua ? yesab social media me na pooch ke come on road and protest against EVM otherwise fir haarka … https // t . co / g6CnXyTs5C
13855,positive,@ lovetonyrawrxd HI HIL OMG URE SO SWEEY THANK U I LOVE U GORGEOUS
21960,neutral,Since you've been around i smile a lot more than i use to ! charot haha
7236,neutral,# Ganga # GangaBachao # SaveGanga # NamamiGanga # pollution # WaterPollution गंगा का प्रदूषण मापने का क्या है पैमाना https // t . co / x0mgQmtykH
22132,neutral,@ gajendraAmbedk1 Bhai tumko jo kehana hai wo kaho koi bhi kisi jaati ka ho wo pehale Insaan hai or apne karmo se … https // t . co / usLksKCA2e
43078,positive,@ FarhanHamidsays Allah jald sehat yaab kare . All prayers for you always 🙏
22825,neutral,@ quintanillasmj Ohhhh ........ my point still stands I'm very protective of Michael lol . That is one confusing app
28265,negative,@ aajtak 10lakh postcard bnwane m paisa Ka fijul khrchi nhi h ??..... aaj tak waale ... jhum rhe ho SB .... Kami nhi njr aa rhi bhakto ....??
8982,neutral,@ BrijwaSRKman Yrf film is confirmed . Kaunsa hoga nahi pata
16744,negative,@ HipoFaarRahaHai Iss gaade ka kya kare 🤦‍♀️ Sky and his ajeeb harkatein .. waha IF pe his UN is Deadinside 😳🙄😫 And i thought i was mental ...😂😂
27777,positive,@ kamaalrkhan ✌🏻👍👍👍👍 nice Hrithik will always be superstar but I am not sure if super 30
9111,negative,RT @ TheHumorist3 Yeh Pubg Wale Bohot Chalak 😶 Hain Elite Pass K liye pehele Paise Khich Te hain 🙄 Aur bad main majdur ki tarha mission comp …
33539,neutral,RT @ abhisingh3091 Went nostalgic seeing this old episode of # laughterchallenge .. mazza aagaya @ KapilSharmaK9 paaji the journey from this s …
21115,neutral,@ AWGoraya Koi media confirm nahi kar raha par khabar gardesh kar raha he Kash etni jaldi na marey esi tarah onko … https // t co / CNOxtCKc76
15774,negative,@ Shehzad _ Genius @ UN @ UNHumanRights @ UNGeneva @ hrw @ HRC @ OIC _ OCI Picture tmhri b nashaiun wali he . Kuch kr nhi sakt … https // t . co / QSVIqZysV6
19313,positive,@ AftabIqbaI Great Iqbal sahb khan sahb ko Allah salamt raky our lambi Zindagi dah ...... Hamre dilo ki darkan ha ....
16306,neutral,@ Sonam1728 @ myogiadityanath @ Uppolice @ up100 @ GoogleIndia Madam kya aapne koi suvidha sulk nahi diya tha kya Ye log … https // t . co / 3BVwcUIN6S
39675,negative,@ nimrahere Nahi nahi tum ney bohat khaufnaak baat ki hai I'll tag her and watch you two fight . Arsa hogaya phadday nahi dekhay 😂😂😂😂😂😝
32654,positive,@ HalaPlayDotCom @ kathuriaaman7 @ Tejsvee1 Feeling really good kafi dino sae contest khel rha tha but aaj jeet मिली
31405,neutral,Lakin itne bhi nhi kamzor k kisi bhagore ki misaalien hmien di jaien ... tm ek ex-muslim ki baat krte ho ... duniya me … https // t . co / C0I8xykknv
42361,negative,@ AMISHDEVGAN Amish Devgan bhai main aap se Kehna Chahta Hoon Modi ji ko samajhne ke liye Insaan ko Bharat Mata ko … https // t . co / PKGYcvs7IB
34743,neutral,@ Shadab078621 Ami b utha k keh rahi koi dkhega to kya kahega Koi q dekhega yrr or agr dekha b to mene konsa co … https // t co / 7VbgInZHPR
23574,positive,Good luck to @ Billy and @ SmashingPumpkin as they kick off their European tour today ! https // t co / HPU2ilPcIF
4999,neutral,RT @ MyTatts _ YouKiss @ riley _ nia happy bday jit . Hope you enjoy it and be lit af 💯
2910,positive,Happy birthday in advance @ NayyabHoonMain 😍😍😍😍 Just 5 days left 💃💃💃💃 Khush rhy ........ # HBD _ Nayab https // t . co / bq8fduK9j5
19087,neutral,@ AhmadNasir129 @ FortniteGame Bohot purani ho gayi hai or har noob ne kharedi hoti hai mera pehle mood tha khareedoo … https // t . co / aHKXQaiGxQ
27185,positive,@ leezouyeon @ yeorojun @ manrktuan @ nagyeogn So today's Eric girlfriend's special day . Happy birthday @ nagyeogn . May … https // t . co / k2kCRpAY4k
9315,positive,@ SriSri O My Loving Guru ji please accept my deep obeisance infinite Pranam love & thanks . With love - Pravin
42140,neutral,bol ā duk ā n-d ā r ki ky ā ch ā hiye tumhe ñ jo bh ī kahoge mer ī duk āñ par vo p ā oge mai ñ ne kah ā ki kutte ke kh ā ne k ā cak … https // t . co / fFAwW09QgX
11124,negative,ye dekho dosto ye hai hamare desh isthi niche Fire Brigade ki gadiya khadi phir bhi kuchh nhi kr hai ye desh kya n … https // t . co / Qwe2ADTXZ8
1448,positive,@ dur _ rahiye Sex is cool but after nikah ose phele kise ko hath laga ne ka bhi haq nai hai hume
9677,positive,@ AmitShah Amit Shah Ji please Jet Airways ke employee ke bare mein kuch kariye Parivar wale bahut pareshan hai bhukhe Mar rahe hain
23175,positive,# NandaDevi # Sunandadevi please do best with these brave humans Nanda Rani Nanda Rani Paharon ki jo Rani hai Sabse … https // t . co / YJ688NYUYY
6720,neutral,Agar koi bole desh me # Vikas nahi huva tu hum nahi manege . Kyunke desh me jana maana Gunda bhi desh ka … https // t . co / 4o9O83ExTV
23060,positive,@ Ajeeb _ n _ garib Har Har Mahadev ! https // t . co / Ysz9lfNDvs
17484,negative,sonu didi ko fuck karnewala ki bahan dusre se chudati hui . leaked video https // t . co / dYq9Ov40d7
15884,negative,# ElectionResults2019 andhon main kana raja so so true
16000,positive,RT @ Shmylaroy7861 @ MaryamNSharif The day of my success salute Mian sahib you really deserve fr love n respect Whole nation is waiting t …
44130,negative,RT @ HasimuddinSarf1 @ theflyingnemo Darling 1991 ke to chalenge n lekin tum jaise ko line kaun marega be . Sala esse achhha to mar jana hai .
4507,neutral,@ russell _ bhootfm I love Bhoot FM ...♥ Cox's bazar app deya sonce https // t . co / rfGp5JPZgI
34372,negative,@ rehanshahid94 @ squintneon Tujhe to 50000/- Milte hain Azam Khan ki ji hujoori karne k .. # Paaltu kutte
14018,negative,Didi Ye apka bhem h K modi ji new pm bn rhe h Kl K bade modi g K alawa koe pm nhi bnega ok 54people Tum ne die … https // t co / BQdY1qb04G
11982,positive,RT @ I _ luv _ Ayushmann Me - Tired and depressed 😓 Me after seeing @ ayushmannk ' s cute pictures - Khush and Tandarust ❤️ Ayushmann sirf aap hee …
13326,positive,RT @ Cute _ boi _ @ ayushmannk @ anubhavsinha @ sayanigupta @ Mdzeeshanayyub @ ZeeStudios _ @ ZeeMusicCompany Woho sir you are great Osm movie A …
39343,positive,You know you ’ ve made it Sam when lukes sat here shouting listen to my sister nail green day @ SamLavery _ faith has been restored
44309,negative,RT @ ZoramboGlobal Zorambo Aao World Cup Jao ! Got love for cricket ? It ’ s your chance to redeem it ! Visit Zorambo & stand a chance to win I …
1335,positive,@ SachinPilot Apko deputy CM se minister chief kb bnaya ja rhaa h we r waiting
21563,positive,@ iiscoDisco Jhoot nahi bol raha yay apni mahnat say PM bana hai or jab ap khud kisi Cheez ko experience kartay ho t … https // t . co / hkLSUc9hCx
39173,negative,@ ashutosh83B Apna channel to h nhi ab dusron ka chalte dekh jalan hoti h mahsay ko Yeh khud neutral patrkar ban k … https // t co / 5hmtUkIgHx
17430,negative,@ realsexyayesha @ Realsexyayesha1 Or tere pe rukte ho na rook le bhenchod ab tk to bnaya nhi bt ab instagram pe bhi bnaungi
37885,negative,@ RailwaySeva @ drm _ apdj @ DrmDnr DRM ko bhi bataya lekin abhi tak koi action nahi hua log AC coach ka emergency windows kholke bethe he .....
11156,neutral,@ DrAyeshaSpeaks Shaid tum ye pata nahi k Pakistan ki government ghareeb hai karzay talay doobi hoi hai or public am … https // t . co / FyVPHPzyXH
3151,neutral,Aj k match k bad sb keh ry k 92 me b asa e huwa tha dosto phr ye na ho k india bazi ly jay kio k 83 wala cup b idr e huwa tha
17999,positive,@ ShefVaidya @ Tejasvi _ Surya Mam a huge fan 👐 Have a biggest wish to meet you Staying in Pune only kabhi gareeb par kripa kardo !! 🙏☺
11858,positive,@ OfficialDGISPR 27th Ramadan Mubarak to you and your family . May Allha blessings upon you n your family
22010,negative,RT @ Mimi _ Redd _ Friend girl fuck him !! Me uhhh uhh bitch fuck you ... don ’ t do dat ....
20827,positive,Happy BDday @ holland _ tom i jope you have a great day ❤️❤️🎉🎊🎂 https // t . co / VEm5IVXWkc
30670,neutral,Best wishes to @ Javedakhtarjadu @ AzmiShabana pseudo atheist In new country in advance . Bon voyage .… https // t . co / srrMgV9uZC
31628,positive,@ Pawansh07 Badlao se problem kya hai .... kya badlao hone ke bad party khatm ho jayegi ? Dusro ko v moka dijiye .... A … https // t . co / lwG5JeNWuh
19191,neutral,* After sex * Girl-Kisiko batana mat .... Me-Don't worry Koi mujh pr yakeen bhi ni krega ...!
6055,neutral,@ PintuKumarAkki 😂😂😂.. SULTAN DABANGG TIGER BHAIJAAN MASTERPIECE REAL KING OF BOLLYWOOD ONLY BIG BOSS ANCHOR FEE 300C … https // t . co / pcMHOPu6uM
30444,positive,@ SushmaSwaraj Apka jaisa neta or maa ka jaisa chavi jo pure desh wasio o mere liye aap meri maa hai . Apne sabko m … https // t . co / er7nhRedqX
16035,neutral,She - tum padhte nahi ho kya ?? Saara din online rahte ho Me - nahi She - padhoge nahi toh no . Kaise aayenge ? Me -… https // t . co / HYkKX05yXS
29326,neutral,EVM ke harware me setting karke chunaaw jeetaa gya hai Election commission pese khaakar BJP ko jitaya hai Hardwar … https // t co / zaedXELxro
16387,positive,RT @ AMajid444 @ SAAR _ ROMAN @ woolen __ wax @ RKsMiddleFinger SULTAN DABANGG TIGER BHAIJAAN MASTERPIECE REAL KING OF BOLLYWOOD ..💪💪💪 # BookBharatT …
22076,positive,RT @ todrick “ Nails Hair Hips Heels ” just hit 2 MILLION views in just 6 days !!! THANK YOU THANK YOU THANK YOU ❤️❤️❤️ https // t . co / tzG …
28059,negative,@ myogiadityanath ji ab kuchh achhe kaam bhi Kar lo warna agle chunav me Modi ji bhi nhi bacha payege .. kyu ki o ch … https // t . co / 6nVhnpgrUF
29488,positive,@ Hamza _ Sayyyysss naii roz thori na peeti hun 😂 ye b bht din phly ki pic hai r ye vapr tha iske ilawa 2 br or sheesha piya hua bss ..
6484,negative,@ Faheemzzz @ ArsalanAliSyed @_ asadayaz @ Asad _ Umar They are not farishtas but whol system is fucked up . People get to … https // t . co / lRRJWIo94G
38844,neutral,jo bhi Sarkar Ne kuch nahi kiya aap BJP Ki Sarkar Ke Upar Umeed hai Jo hamari Sanjay Colony Bhartiya mangela Jyothi … https // t . co / 837VWulqN6
36455,negative,@ INCIndiaLive @ rssurjewala Salary chahiye 2019 ka or Gas chahiye 2014 ka wow kya joke mara he dhanya he prabhu
33886,neutral,World Cup Is Here & Panauti Is Back Striking At Less Than 1 Minute ! # ENGvSA https // t co / srzPDUNRdW
26539,neutral,RT @ Karamve07501253 @ anikjaat8 @ cmohry @ mlkhattar Main bhi isi gaov ka rahne wala hu Is kisaan ke khet ki fasal har baar kharab hoti hai …
18805,positive,@ Anushka _ 325 @ babli _ ka _ bunty @ nehasaini0204 @ Akhilesh737676 Modi Ji hi to mumkin hi ji modi ji ka sab ka sath sab k … https // t co / w8DoT7Y4av
20907,positive,JAI SRI RAM Bhaiyo Congratulations Mister Andhra pradesh C . M JAGAN MOHAN REDDY ALL THE BEST @ Totally Andhra Digital Andhra
18028,negative,@ zartajgulwazir Sifarshi Hypocrite Nepotism at it best by typical patwaran Zameer ma jab patwarion wali harkata … https // t . co / W4DMeBip5g
33239,negative,@ SAMBIT _ PATRAg @ LambaAlka Kya naam hai us chu .. ye maulvi ka . Bharat ke musalman Shri Ram ko imam-e-hind ke naam se … https // t . co / s0045RwbUZ
15417,neutral,i better be seeing a birthday post from z 🔚 daya or im gonna unstan
33212,negative,@ lakh _ di _ laanat @ nebla _ G @ His __ love0 @ heartkicker __ @ safa _ lg786 @ Samcasm7 @ jaivi3590 Bsdka sochke nhi bolta bc
39197,positive,@ ritz _ roop More than a year hum bahut purane dost ha roop bas aap bhul gaye hume naye dost pakar 😛😛😛😛
1674,neutral,@ WaseemBadami @ iqrarulhassan We will miss the beautiful voice of # AmjadSabriShaheed Allah un k darjaat buland far … https // t . co / xf9FkUdfew
37088,neutral,@ AnneHorvath3 Sygt jeg har taget gummi sko p å i stedet for sejler # vild fredag
23111,neutral,@ priyankagandhi Isse achcha Congress TV debate hi kar leti kam se kam Twitter to ganda nahi hota .
35880,negative,Nhi sahb wha to congress sarkar aisa to hota rahta h secular sarkar me BJP ke rajya me ho to btana https // t . co / NiHGeW0rgc
27376,negative,Ab Kahan Gae Wo Dallay / Dalliyan Jo Shor Kr Rahy Thy 1 June Ko Pubg Ban Horaha Hy Kisi Ka Acha Bhi Nhi Kara Sakta Ban 🖕 # PUBG # PUBGLOVER
14458,positive,RT @ Maheen0 _ 0 Shout out to 👇 this lady @ Maheen0 _ 0 Very nice interactive and positive ! Aik dum mast tweets kerti hay ! You can definitely …
44032,neutral,RT @ IamSaeen 3 types of people 1) Jo eid ko ley k excited hain 2) Jo cricket world cup ko ley k excited hain 3) Zinda lashein jinhe ku …
30513,neutral,Ser Firmino har trent alternativt i nogen veker . Ikkje touchet i det heila tatt . M å ha ett par m å l t her . Spurs komme t å scora !
21240,neutral,RT @ SonyTV Sameer banne chala hero ! Dekhiye # YehUnDinonKiBaatHai aaj raat 10 baje # SamainaInMumbai @ ashisinghh @ irandeeprai https // tco …
